provider;state;indicator;indicator_value
CAMCEL;LAVALLEJA;MG;0
CAMCEL;LAVALLEJA;MFYC;0
CAMCEL;LAVALLEJA;Pediatría;0
CAMCEL;LAVALLEJA;Gine;0
CAMCEL;LAVALLEJA;AE;0
CAMCEL;LAVALLEJA;LE;0
CAMCEL;MALDONADO;MG;0
CAMCEL;MALDONADO;MFYC;0
CAMCEL;MALDONADO;Pediatría;0
CAMCEL;MALDONADO;Gine;0
CAMCEL;MALDONADO;AE;0
CAMCEL;MALDONADO;LE;0
CAMCEL;PAYSANDÚ;MG;0
CAMCEL;PAYSANDÚ;MFYC;0
CAMCEL;PAYSANDÚ;Pediatría;0
CAMCEL;PAYSANDÚ;Gine;0
CAMCEL;PAYSANDÚ;AE;0
CAMCEL;PAYSANDÚ;LE;0
CAMCEL;RÍO NEGRO;MG;0
CAMCEL;RÍO NEGRO;MFYC;0
CAMCEL;RÍO NEGRO;Pediatría;0
CAMCEL;RÍO NEGRO;Gine;0
CAMCEL;RÍO NEGRO;AE;0
CAMCEL;RÍO NEGRO;LE;0
CAMCEL;RIVERA;MG;0
CAMCEL;RIVERA;MFYC;0
CAMCEL;RIVERA;Pediatría;0
CAMCEL;RIVERA;Gine;0
CAMCEL;RIVERA;AE;0
CAMCEL;RIVERA;LE;0
CAMCEL;ROCHA;MG;0
CAMCEL;ROCHA;MFYC;0
CAMCEL;ROCHA;Pediatría;0
CAMCEL;ROCHA;Gine;0
CAMCEL;ROCHA;AE;0
CAMCEL;ROCHA;LE;0
CAMCEL;SALTO;MG;0
CAMCEL;SALTO;MFYC;0
CAMCEL;SALTO;Pediatría;0
CAMCEL;SALTO;Gine;0
CAMCEL;SALTO;AE;0
CAMCEL;SALTO;LE;0
CAMCEL;SAN JOSÉ;MG;0
CAMCEL;SAN JOSÉ;MFYC;0
CAMCEL;SAN JOSÉ;Pediatría;0
CAMCEL;SAN JOSÉ;Gine;0
CAMCEL;SAN JOSÉ;AE;0
CAMCEL;SAN JOSÉ;LE;0
CAMCEL;SORIANO;MG;0
CAMCEL;SORIANO;MFYC;0
CAMCEL;SORIANO;Pediatría;0
CAMCEL;SORIANO;Gine;0
CAMCEL;SORIANO;AE;0
CAMCEL;SORIANO;LE;0
CAMCEL;TACUAREMBÓ;MG;0
CAMCEL;TACUAREMBÓ;MFYC;0
CAMCEL;TACUAREMBÓ;Pediatría;0
CAMCEL;TACUAREMBÓ;Gine;0
CAMCEL;TACUAREMBÓ;AE;0
CAMCEL;TACUAREMBÓ;LE;0
CAMCEL;TREINTA Y TRES;MG;0
CAMCEL;TREINTA Y TRES;MFYC;0
CAMCEL;TREINTA Y TRES;Pediatría;0
CAMCEL;TREINTA Y TRES;Gine;0
CAMCEL;TREINTA Y TRES;AE;0
CAMCEL;TREINTA Y TRES;LE;0
CAMDEL;MONTEVIDEO;MG;0
CAMDEL;MONTEVIDEO;MFYC;0
CAMDEL;MONTEVIDEO;Pediatría;0.00
CAMDEL;MONTEVIDEO;Gine;0
CAMDEL;MONTEVIDEO;AE;0
CAMDEL;MONTEVIDEO;LE;0
CAMDEL;ARTIGAS;MG;0
CAMDEL;ARTIGAS;MFYC;0
CAMDEL;ARTIGAS;Pediatría;0
CAMDEL;ARTIGAS;Gine;0
CAMDEL;ARTIGAS;AE;0
CAMDEL;ARTIGAS;LE;0
CAMDEL;CANELONES;MG;0
CAMDEL;CANELONES;MFYC;0
CAMDEL;CANELONES;Pediatría;0
CAMDEL;CANELONES;Gine;0
CAMDEL;CANELONES;AE;0
CAMDEL;CANELONES;LE;0
CAMDEL;CERRO LARGO;MG;0
CAMDEL;CERRO LARGO;MFYC;0
CAMDEL;CERRO LARGO;Pediatría;0
CAMDEL;CERRO LARGO;Gine;0
CAMDEL;CERRO LARGO;AE;0
CAMDEL;CERRO LARGO;LE;0
CAMDEL;COLONIA;MG;0
CAMDEL;COLONIA;MFYC;0
CAMDEL;COLONIA;Pediatría;0
CAMDEL;COLONIA;Gine;0
CAMDEL;COLONIA;AE;0
CAMDEL;COLONIA;LE;0
CAMDEL;DURAZNO;MG;0
CAMDEL;DURAZNO;MFYC;0
CAMDEL;DURAZNO;Pediatría;0
CAMDEL;DURAZNO;Gine;0
CAMDEL;DURAZNO;AE;0
CAMDEL;DURAZNO;LE;0
CAMDEL;FLORES;MG;0
CAMDEL;FLORES;MFYC;0
CAMDEL;FLORES;Pediatría;0
CAMDEL;FLORES;Gine;0
CAMDEL;FLORES;AE;0
CAMDEL;FLORES;LE;0
CAMDEL;FLORIDA;MG;0
CAMDEL;FLORIDA;MFYC;0
CAMDEL;FLORIDA;Pediatría;0
CAMDEL;FLORIDA;Gine;0
CAMDEL;FLORIDA;AE;0
CAMDEL;FLORIDA;LE;0
CAMDEL;LAVALLEJA;MG;1.80
CAMDEL;LAVALLEJA;MFYC;0
CAMDEL;LAVALLEJA;Pediatría;2.31
CAMDEL;LAVALLEJA;Gine;1.27
CAMDEL;LAVALLEJA;AE;16.38
CAMDEL;LAVALLEJA;LE;0.34
CAMDEL;MALDONADO;MG;0
CAMDEL;MALDONADO;MFYC;0
CAMDEL;MALDONADO;Pediatría;0
CAMDEL;MALDONADO;Gine;0
CAMDEL;MALDONADO;AE;0
CAMDEL;MALDONADO;LE;0
CAMDEL;PAYSANDÚ;MG;0
CAMDEL;PAYSANDÚ;MFYC;0
CAMDEL;PAYSANDÚ;Pediatría;0
CAMDEL;PAYSANDÚ;Gine;0
CAMDEL;PAYSANDÚ;AE;0
CAMDEL;PAYSANDÚ;LE;0
CAMDEL;RÍO NEGRO;MG;0
CAMDEL;RÍO NEGRO;MFYC;0
CAMDEL;RÍO NEGRO;Pediatría;0
CAMDEL;RÍO NEGRO;Gine;0
CAMDEL;RÍO NEGRO;AE;0
CAMDEL;RÍO NEGRO;LE;0
CAMDEL;RIVERA;MG;0
CAMDEL;RIVERA;MFYC;0
CAMDEL;RIVERA;Pediatría;0
CAMDEL;RIVERA;Gine;0
CAMDEL;RIVERA;AE;0
CAMDEL;RIVERA;LE;0
CAMDEL;ROCHA;MG;0
CAMDEL;ROCHA;MFYC;0
CAMDEL;ROCHA;Pediatría;0
CAMDEL;ROCHA;Gine;0
CAMDEL;ROCHA;AE;0
CAMDEL;ROCHA;LE;0
CAMDEL;SALTO;MG;0
CAMDEL;SALTO;MFYC;0
CAMDEL;SALTO;Pediatría;0
CAMDEL;SALTO;Gine;0
CAMDEL;SALTO;AE;0
CAMDEL;SALTO;LE;0
CAMDEL;SAN JOSÉ;MG;0
CAMDEL;SAN JOSÉ;MFYC;0
CAMDEL;SAN JOSÉ;Pediatría;0
CAMDEL;SAN JOSÉ;Gine;0
CAMDEL;SAN JOSÉ;AE;0
CAMDEL;SAN JOSÉ;LE;0
CAMDEL;SORIANO;MG;0
CAMDEL;SORIANO;MFYC;0
CAMDEL;SORIANO;Pediatría;0
CAMDEL;SORIANO;Gine;0
CAMDEL;SORIANO;AE;0
CAMDEL;SORIANO;LE;0
CAMDEL;TACUAREMBÓ;MG;0
CAMDEL;TACUAREMBÓ;MFYC;0
CAMDEL;TACUAREMBÓ;Pediatría;0
CAMDEL;TACUAREMBÓ;Gine;0
CAMDEL;TACUAREMBÓ;AE;0
CAMDEL;TACUAREMBÓ;LE;0
CAMDEL;TREINTA Y TRES;MG;0
CAMDEL;TREINTA Y TRES;MFYC;0
CAMDEL;TREINTA Y TRES;Pediatría;0
CAMDEL;TREINTA Y TRES;Gine;0
CAMDEL;TREINTA Y TRES;AE;0
CAMDEL;TREINTA Y TRES;LE;0
CAMEC;MONTEVIDEO;MG;0
CAMEC;MONTEVIDEO;MFYC;0
CAMEC;MONTEVIDEO;Pediatría;0
CAMEC;MONTEVIDEO;Gine;0
CAMEC;MONTEVIDEO;AE;0
CAMEC;MONTEVIDEO;LE;0
CAMEC;ARTIGAS;MG;0
CAMEC;ARTIGAS;MFYC;0
CAMEC;ARTIGAS;Pediatría;0
CAMEC;ARTIGAS;Gine;0
CAMEC;ARTIGAS;AE;0
CAMEC;ARTIGAS;LE;0
CAMEC;CANELONES;MG;0
CAMEC;CANELONES;MFYC;0
CAMEC;CANELONES;Pediatría;0
CAMEC;CANELONES;Gine;0
CAMEC;CANELONES;AE;0
CAMEC;CANELONES;LE;0
CAMEC;CERRO LARGO;MG;0
CAMEC;CERRO LARGO;MFYC;0
CAMEC;CERRO LARGO;Pediatría;0
CAMEC;CERRO LARGO;Gine;0
CAMEC;CERRO LARGO;AE;0
CAMEC;CERRO LARGO;LE;0
CAMEC;COLONIA;MG;0.19
CAMEC;COLONIA;MFYC;0
CAMEC;COLONIA;Pediatría;0
CAMEC;COLONIA;Gine;0.15
CAMEC;COLONIA;AE;0
CAMEC;COLONIA;LE;0
CAMEC;DURAZNO;MG;0
CAMEC;DURAZNO;MFYC;0
CAMEC;DURAZNO;Pediatría;0
CAMEC;DURAZNO;Gine;0
CAMEC;DURAZNO;AE;0
CAMEC;DURAZNO;LE;0
CAMEC;FLORES;MG;0
CAMEC;FLORES;MFYC;0
CAMEC;FLORES;Pediatría;0
CAMEC;FLORES;Gine;0
CAMEC;FLORES;AE;0
CAMEC;FLORES;LE;0
CAMEC;FLORIDA;MG;0
CAMEC;FLORIDA;MFYC;0
CAMEC;FLORIDA;Pediatría;0
CAMEC;FLORIDA;Gine;0
CAMEC;FLORIDA;AE;0
CAMEC;FLORIDA;LE;0
CAMEC;LAVALLEJA;MG;0
CAMEC;LAVALLEJA;MFYC;0
CAMEC;LAVALLEJA;Pediatría;0
CAMEC;LAVALLEJA;Gine;0
CAMEC;LAVALLEJA;AE;0
CAMEC;LAVALLEJA;LE;0
CAMEC;MALDONADO;MG;0
CAMEC;MALDONADO;MFYC;0
CAMEC;MALDONADO;Pediatría;0
CAMEC;MALDONADO;Gine;0
CAMEC;MALDONADO;AE;0
CAMEC;MALDONADO;LE;0
CAMEC;PAYSANDÚ;MG;0
CAMEC;PAYSANDÚ;MFYC;0
CAMEC;PAYSANDÚ;Pediatría;0
CAMEC;PAYSANDÚ;Gine;0
CAMEC;PAYSANDÚ;AE;0
CAMEC;PAYSANDÚ;LE;0
CAMEC;RÍO NEGRO;MG;0
CAMEC;RÍO NEGRO;MFYC;0
CAMEC;RÍO NEGRO;Pediatría;0
CAMEC;RÍO NEGRO;Gine;0
CAMEC;RÍO NEGRO;AE;0
CAMEC;RÍO NEGRO;LE;0
CAMEC;RIVERA;MG;0
CAMEC;RIVERA;MFYC;0
CAMEC;RIVERA;Pediatría;0
CAMEC;RIVERA;Gine;0
CAMEC;RIVERA;AE;0
CAMEC;RIVERA;LE;0
CAMEC;ROCHA;MG;0
CAMEC;ROCHA;MFYC;0
CAMEC;ROCHA;Pediatría;0
CAMEC;ROCHA;Gine;0
CAMEC;ROCHA;AE;0
CAMEC;ROCHA;LE;0
CAMEC;SALTO;MG;0
CAMEC;SALTO;MFYC;0
CAMEC;SALTO;Pediatría;0
CAMEC;SALTO;Gine;0
CAMEC;SALTO;AE;0
CAMEC;SALTO;LE;0
CAMEC;SAN JOSÉ;MG;0
CAMEC;SAN JOSÉ;MFYC;0
CAMEC;SAN JOSÉ;Pediatría;0
CAMEC;SAN JOSÉ;Gine;0
CAMEC;SAN JOSÉ;AE;0
CAMEC;SAN JOSÉ;LE;0
CAMEC;SORIANO;MG;0
CAMEC;SORIANO;MFYC;0
CAMEC;SORIANO;Pediatría;0
CAMEC;SORIANO;Gine;0
CAMEC;SORIANO;AE;0
CAMEC;SORIANO;LE;0
CAMEC;TACUAREMBÓ;MG;0
CAMEC;TACUAREMBÓ;MFYC;0
CAMEC;TACUAREMBÓ;Pediatría;0
CAMEC;TACUAREMBÓ;Gine;0
CAMEC;TACUAREMBÓ;AE;0
CAMEC;TACUAREMBÓ;LE;0
CAMEC;TREINTA Y TRES;MG;0
CAMEC;TREINTA Y TRES;MFYC;0
CAMEC;TREINTA Y TRES;Pediatría;0
CAMEC;TREINTA Y TRES;Gine;0
CAMEC;TREINTA Y TRES;AE;0
CAMEC;TREINTA Y TRES;LE;0
CAMEDUR;MONTEVIDEO;MG;0
CAMEDUR;MONTEVIDEO;MFYC;0
CAMEDUR;MONTEVIDEO;Pediatría;0
CAMEDUR;MONTEVIDEO;Gine;0
CAMEDUR;MONTEVIDEO;AE;0
CAMEDUR;MONTEVIDEO;LE;0
CAMEDUR;ARTIGAS;MG;0
CAMEDUR;ARTIGAS;MFYC;0
CAMEDUR;ARTIGAS;Pediatría;0
CAMEDUR;ARTIGAS;Gine;0
CAMEDUR;ARTIGAS;AE;0
CAMEDUR;ARTIGAS;LE;0
CAMEDUR;CANELONES;MG;0
CAMEDUR;CANELONES;MFYC;0
CAMEDUR;CANELONES;Pediatría;0
CAMEDUR;CANELONES;Gine;0
CAMEDUR;CANELONES;AE;0
CAMEDUR;CANELONES;LE;0
CAMEDUR;CERRO LARGO;MG;0
CAMEDUR;CERRO LARGO;MFYC;0
CAMEDUR;CERRO LARGO;Pediatría;0
CAMEDUR;CERRO LARGO;Gine;0
CAMEDUR;CERRO LARGO;AE;0
CAMEDUR;CERRO LARGO;LE;0
CAMEDUR;COLONIA;MG;0
CAMEDUR;COLONIA;MFYC;0
CAMEDUR;COLONIA;Pediatría;0
CAMEDUR;COLONIA;Gine;0
CAMEDUR;COLONIA;AE;0
CAMEDUR;COLONIA;LE;0
CAMEDUR;DURAZNO;MG;4.83
CAMEDUR;DURAZNO;MFYC;0
CAMEDUR;DURAZNO;Pediatría;3.62
CAMEDUR;DURAZNO;Gine;1.72
CAMEDUR;DURAZNO;AE;10.93
CAMEDUR;DURAZNO;LE;0.56
CAMEDUR;FLORES;MG;0
CAMEDUR;FLORES;MFYC;0
CAMEDUR;FLORES;Pediatría;0
CAMEDUR;FLORES;Gine;0
CAMEDUR;FLORES;AE;0
CAMEDUR;FLORES;LE;0
CAMEDUR;FLORIDA;MG;0
CAMEDUR;FLORIDA;MFYC;0
CAMEDUR;FLORIDA;Pediatría;0
CAMEDUR;FLORIDA;Gine;0
CAMEDUR;FLORIDA;AE;0
CAMEDUR;FLORIDA;LE;0
CAMEDUR;LAVALLEJA;MG;0
CAMEDUR;LAVALLEJA;MFYC;0
CAMEDUR;LAVALLEJA;Pediatría;0
CAMEDUR;LAVALLEJA;Gine;0
CAMEDUR;LAVALLEJA;AE;0
CAMEDUR;LAVALLEJA;LE;0
CAMEDUR;MALDONADO;MG;0
CAMEDUR;MALDONADO;MFYC;0
CAMEDUR;MALDONADO;Pediatría;0
CAMEDUR;MALDONADO;Gine;0
CAMEDUR;MALDONADO;AE;0
CAMEDUR;MALDONADO;LE;0
CAMEDUR;PAYSANDÚ;MG;0
CAMEDUR;PAYSANDÚ;MFYC;0
CAMEDUR;PAYSANDÚ;Pediatría;0
CAMEDUR;PAYSANDÚ;Gine;0
CAMEDUR;PAYSANDÚ;AE;0
CAMEDUR;PAYSANDÚ;LE;0
CAMEDUR;RÍO NEGRO;MG;0
CAMEDUR;RÍO NEGRO;MFYC;0
CAMEDUR;RÍO NEGRO;Pediatría;0
CAMEDUR;RÍO NEGRO;Gine;0
CAMEDUR;RÍO NEGRO;AE;0
CAMEDUR;RÍO NEGRO;LE;0
CAMEDUR;RIVERA;MG;0
CAMEDUR;RIVERA;MFYC;0
CAMEDUR;RIVERA;Pediatría;0
CAMEDUR;RIVERA;Gine;0
CAMEDUR;RIVERA;AE;0
CAMEDUR;RIVERA;LE;0
CAMEDUR;ROCHA;MG;0
CAMEDUR;ROCHA;MFYC;0
CAMEDUR;ROCHA;Pediatría;0
CAMEDUR;ROCHA;Gine;0
CAMEDUR;ROCHA;AE;0
CAMEDUR;ROCHA;LE;0
CAMEDUR;SALTO;MG;0
CAMEDUR;SALTO;MFYC;0
CAMEDUR;SALTO;Pediatría;0
CAMEDUR;SALTO;Gine;0
CAMEDUR;SALTO;AE;0
CAMEDUR;SALTO;LE;0
CAMEDUR;SAN JOSÉ;MG;0
CAMEDUR;SAN JOSÉ;MFYC;0
CAMEDUR;SAN JOSÉ;Pediatría;0
CAMEDUR;SAN JOSÉ;Gine;0
CAMEDUR;SAN JOSÉ;AE;0
CAMEDUR;SAN JOSÉ;LE;0
CAMEDUR;SORIANO;MG;0
CAMEDUR;SORIANO;MFYC;0
CAMEDUR;SORIANO;Pediatría;0
CAMEDUR;SORIANO;Gine;0
CAMEDUR;SORIANO;AE;0
CAMEDUR;SORIANO;LE;0
CAMEDUR;TACUAREMBÓ;MG;0
CAMEDUR;TACUAREMBÓ;MFYC;0
CAMEDUR;TACUAREMBÓ;Pediatría;0
CAMEDUR;TACUAREMBÓ;Gine;0
CAMEDUR;TACUAREMBÓ;AE;0
CAMEDUR;TACUAREMBÓ;LE;0
CAMEDUR;TREINTA Y TRES;MG;0
CAMEDUR;TREINTA Y TRES;MFYC;0
CAMEDUR;TREINTA Y TRES;Pediatría;0
CAMEDUR;TREINTA Y TRES;Gine;0
CAMEDUR;TREINTA Y TRES;AE;0
CAMEDUR;TREINTA Y TRES;LE;0
CAMOC;MONTEVIDEO;MG;0
CAMOC;MONTEVIDEO;MFYC;0
CAMOC;MONTEVIDEO;Pediatría;0
CAMOC;MONTEVIDEO;Gine;0
CAMOC;MONTEVIDEO;AE;0
CAMOC;MONTEVIDEO;LE;0
CAMOC;ARTIGAS;MG;0
CAMOC;ARTIGAS;MFYC;0
CAMOC;ARTIGAS;Pediatría;0
CAMOC;ARTIGAS;Gine;0
CAMOC;ARTIGAS;AE;0
CAMOC;ARTIGAS;LE;0
CAMOC;CANELONES;MG;0
CAMOC;CANELONES;MFYC;0
CAMOC;CANELONES;Pediatría;0
CAMOC;CANELONES;Gine;0
CAMOC;CANELONES;AE;0
CAMOC;CANELONES;LE;0
CAMOC;CERRO LARGO;MG;0
CAMOC;CERRO LARGO;MFYC;0
CAMOC;CERRO LARGO;Pediatría;0
CAMOC;CERRO LARGO;Gine;0
CAMOC;CERRO LARGO;AE;0
CAMOC;CERRO LARGO;LE;0
CAMOC;COLONIA;MG;2.39
CAMOC;COLONIA;MFYC;0
CAMOC;COLONIA;Pediatría;4.68
CAMOC;COLONIA;Gine;0.93
CAMOC;COLONIA;AE;2.22
CAMOC;COLONIA;LE;0.11
CAMOC;DURAZNO;MG;0
CAMOC;DURAZNO;MFYC;0
CAMOC;DURAZNO;Pediatría;0
CAMOC;DURAZNO;Gine;0
CAMOC;DURAZNO;AE;0
CAMOC;DURAZNO;LE;0
CAMOC;FLORES;MG;0
CAMOC;FLORES;MFYC;0
CAMOC;FLORES;Pediatría;0
CAMOC;FLORES;Gine;0
CAMOC;FLORES;AE;0
CAMOC;FLORES;LE;0
CAMOC;FLORIDA;MG;0
CAMOC;FLORIDA;MFYC;0
CAMOC;FLORIDA;Pediatría;0
CAMOC;FLORIDA;Gine;0
CAMOC;FLORIDA;AE;0
CAMOC;FLORIDA;LE;0
CAMOC;LAVALLEJA;MG;0
CAMOC;LAVALLEJA;MFYC;0
CAMOC;LAVALLEJA;Pediatría;0
CAMOC;LAVALLEJA;Gine;0
CAMOC;LAVALLEJA;AE;0
CAMOC;LAVALLEJA;LE;0
CAMOC;MALDONADO;MG;0
CAMOC;MALDONADO;MFYC;0
CAMOC;MALDONADO;Pediatría;0
CAMOC;MALDONADO;Gine;0
CAMOC;MALDONADO;AE;0
CAMOC;MALDONADO;LE;0
CAMOC;PAYSANDÚ;MG;0
CAMOC;PAYSANDÚ;MFYC;0
CAMOC;PAYSANDÚ;Pediatría;0
CAMOC;PAYSANDÚ;Gine;0
CAMOC;PAYSANDÚ;AE;0
CAMOC;PAYSANDÚ;LE;0
CAMOC;RÍO NEGRO;MG;0
CAMOC;RÍO NEGRO;MFYC;0
CAMOC;RÍO NEGRO;Pediatría;0
CAMOC;RÍO NEGRO;Gine;0
CAMOC;RÍO NEGRO;AE;0
CAMOC;RÍO NEGRO;LE;0
CAMOC;RIVERA;MG;0
CAMOC;RIVERA;MFYC;0
CAMOC;RIVERA;Pediatría;0
CAMOC;RIVERA;Gine;0
CAMOC;RIVERA;AE;0
CAMOC;RIVERA;LE;0
CAMOC;ROCHA;MG;0
CAMOC;ROCHA;MFYC;0
CAMOC;ROCHA;Pediatría;0
CAMOC;ROCHA;Gine;0
CAMOC;ROCHA;AE;0
CAMOC;ROCHA;LE;0
CAMOC;SALTO;MG;0
CAMOC;SALTO;MFYC;0
CAMOC;SALTO;Pediatría;0
CAMOC;SALTO;Gine;0
CAMOC;SALTO;AE;0
CAMOC;SALTO;LE;0
CAMOC;SAN JOSÉ;MG;0
CAMOC;SAN JOSÉ;MFYC;0
CAMOC;SAN JOSÉ;Pediatría;0
CAMOC;SAN JOSÉ;Gine;0
CAMOC;SAN JOSÉ;AE;0
CAMOC;SAN JOSÉ;LE;0
CAMOC;SORIANO;MG;0
CAMOC;SORIANO;MFYC;0
CAMOC;SORIANO;Pediatría;0
CAMOC;SORIANO;Gine;0
CAMOC;SORIANO;AE;0
CAMOC;SORIANO;LE;0
CAMOC;TACUAREMBÓ;MG;0
CAMOC;TACUAREMBÓ;MFYC;0
CAMOC;TACUAREMBÓ;Pediatría;0
CAMOC;TACUAREMBÓ;Gine;0
CAMOC;TACUAREMBÓ;AE;0
CAMOC;TACUAREMBÓ;LE;0
CAMOC;TREINTA Y TRES;MG;0
CAMOC;TREINTA Y TRES;MFYC;0
CAMOC;TREINTA Y TRES;Pediatría;0
CAMOC;TREINTA Y TRES;Gine;0
CAMOC;TREINTA Y TRES;AE;0
CAMOC;TREINTA Y TRES;LE;0
CAMS;MONTEVIDEO;MG;0
CAMS;MONTEVIDEO;MFYC;0
CAMS;MONTEVIDEO;Pediatría;0
CAMS;MONTEVIDEO;Gine;0
CAMS;MONTEVIDEO;AE;0
CAMS;MONTEVIDEO;LE;0
CAMS;ARTIGAS;MG;0
CAMS;ARTIGAS;MFYC;0
CAMS;ARTIGAS;Pediatría;0
CAMS;ARTIGAS;Gine;0
CAMS;ARTIGAS;AE;0
CAMS;ARTIGAS;LE;0
CAMS;CANELONES;MG;0
CAMS;CANELONES;MFYC;0
CAMS;CANELONES;Pediatría;0
CAMS;CANELONES;Gine;0
CAMS;CANELONES;AE;0
CAMS;CANELONES;LE;0
CAMS;CERRO LARGO;MG;0
CAMS;CERRO LARGO;MFYC;0
CAMS;CERRO LARGO;Pediatría;0
CAMS;CERRO LARGO;Gine;0
CAMS;CERRO LARGO;AE;0
CAMS;CERRO LARGO;LE;0
CAMS;COLONIA;MG;0
CAMS;COLONIA;MFYC;0
CAMS;COLONIA;Pediatría;0
CAMS;COLONIA;Gine;0
CAMS;COLONIA;AE;0
CAMS;COLONIA;LE;0
CAMS;DURAZNO;MG;0
CAMS;DURAZNO;MFYC;0
CAMS;DURAZNO;Pediatría;0
CAMS;DURAZNO;Gine;0
CAMS;DURAZNO;AE;0
CAMS;DURAZNO;LE;0
CAMS;FLORES;MG;0
CAMS;FLORES;MFYC;0
CAMS;FLORES;Pediatría;0
CAMS;FLORES;Gine;0
CAMS;FLORES;AE;0
CAMS;FLORES;LE;0
CAMS;FLORIDA;MG;0
CAMS;FLORIDA;MFYC;0
CAMS;FLORIDA;Pediatría;0
CAMS;FLORIDA;Gine;0
CAMS;FLORIDA;AE;0
CAMS;FLORIDA;LE;0
CAMS;LAVALLEJA;MG;0
CAMS;LAVALLEJA;MFYC;0
CAMS;LAVALLEJA;Pediatría;0
CAMS;LAVALLEJA;Gine;0
CAMS;LAVALLEJA;AE;0
CAMS;LAVALLEJA;LE;0
CAMS;MALDONADO;MG;0
CAMS;MALDONADO;MFYC;0
CAMS;MALDONADO;Pediatría;0
CAMS;MALDONADO;Gine;0
CAMS;MALDONADO;AE;0
CAMS;MALDONADO;LE;0
CAMS;PAYSANDÚ;MG;0
CAMS;PAYSANDÚ;MFYC;0
CAMS;PAYSANDÚ;Pediatría;0
CAMS;PAYSANDÚ;Gine;0
CAMS;PAYSANDÚ;AE;0
CAMS;PAYSANDÚ;LE;0
CAMS;RÍO NEGRO;MG;0
CAMS;RÍO NEGRO;MFYC;0
CAMS;RÍO NEGRO;Pediatría;0
CAMS;RÍO NEGRO;Gine;0
CAMS;RÍO NEGRO;AE;0
CAMS;RÍO NEGRO;LE;0
CAMS;RIVERA;MG;0
CAMS;RIVERA;MFYC;0
CAMS;RIVERA;Pediatría;0
CAMS;RIVERA;Gine;0
CAMS;RIVERA;AE;0
CAMS;RIVERA;LE;0
CAMS;ROCHA;MG;0
CAMS;ROCHA;MFYC;0
CAMS;ROCHA;Pediatría;0
CAMS;ROCHA;Gine;0
CAMS;ROCHA;AE;0
CAMS;ROCHA;LE;0
CAMS;SALTO;MG;0
CAMS;SALTO;MFYC;0
CAMS;SALTO;Pediatría;0
CAMS;SALTO;Gine;0
CAMS;SALTO;AE;0
CAMS;SALTO;LE;0
CAMS;SAN JOSÉ;MG;0
CAMS;SAN JOSÉ;MFYC;0
CAMS;SAN JOSÉ;Pediatría;0
CAMS;SAN JOSÉ;Gine;0
CAMS;SAN JOSÉ;AE;0
CAMS;SAN JOSÉ;LE;0
CAMS;SORIANO;MG;2.86
CAMS;SORIANO;MFYC;0.05
CAMS;SORIANO;Pediatría;4.75
CAMS;SORIANO;Gine;1.20
CAMS;SORIANO;AE;9.82
CAMS;SORIANO;LE;0.74
CAMS;TACUAREMBÓ;MG;0
CAMS;TACUAREMBÓ;MFYC;0
CAMS;TACUAREMBÓ;Pediatría;0
CAMS;TACUAREMBÓ;Gine;0
CAMS;TACUAREMBÓ;AE;0
CAMS;TACUAREMBÓ;LE;0
CAMS;TREINTA Y TRES;MG;0
CAMS;TREINTA Y TRES;MFYC;0
CAMS;TREINTA Y TRES;Pediatría;0
CAMS;TREINTA Y TRES;Gine;0
CAMS;TREINTA Y TRES;AE;0
CAMS;TREINTA Y TRES;LE;0
CAMY;MONTEVIDEO;MG;0
CAMY;MONTEVIDEO;MFYC;0
CAMY;MONTEVIDEO;Pediatría;0
CAMY;MONTEVIDEO;Gine;0
CAMY;MONTEVIDEO;AE;0
CAMY;MONTEVIDEO;LE;0
CAMY;ARTIGAS;MG;0
CAMY;ARTIGAS;MFYC;0
CAMY;ARTIGAS;Pediatría;0
CAMY;ARTIGAS;Gine;0
CAMY;ARTIGAS;AE;0
CAMY;ARTIGAS;LE;0
CAMY;CANELONES;MG;0
CAMY;CANELONES;MFYC;0
CAMY;CANELONES;Pediatría;0
CAMY;CANELONES;Gine;0
CAMY;CANELONES;AE;0
CAMY;CANELONES;LE;0
CAMY;CERRO LARGO;MG;0
CAMY;CERRO LARGO;MFYC;0
CAMY;CERRO LARGO;Pediatría;0
CAMY;CERRO LARGO;Gine;0
CAMY;CERRO LARGO;AE;0
CAMY;CERRO LARGO;LE;0
CAMY;COLONIA;MG;0
CAMY;COLONIA;MFYC;0
CAMY;COLONIA;Pediatría;0
CAMY;COLONIA;Gine;0
CAMY;COLONIA;AE;0
CAMY;COLONIA;LE;0
CAMY;DURAZNO;MG;0
CAMY;DURAZNO;MFYC;0
CAMY;DURAZNO;Pediatría;0
CAMY;DURAZNO;Gine;0
CAMY;DURAZNO;AE;0
CAMY;DURAZNO;LE;0
CAMY;FLORES;MG;0
CAMY;FLORES;MFYC;0
CAMY;FLORES;Pediatría;0
CAMY;FLORES;Gine;0
CAMY;FLORES;AE;0
CAMY;FLORES;LE;0
CAMY;FLORIDA;MG;0
CAMY;FLORIDA;MFYC;0
CAMY;FLORIDA;Pediatría;0
CAMY;FLORIDA;Gine;0
CAMY;FLORIDA;AE;0
CAMY;FLORIDA;LE;0
CAMY;LAVALLEJA;MG;0
CAMY;LAVALLEJA;MFYC;0
CAMY;LAVALLEJA;Pediatría;0
CAMY;LAVALLEJA;Gine;0
CAMY;LAVALLEJA;AE;0
