Institución;Departamento;Especialidad;Valor
AMSJ;FLORES;DERMATOLOGÍA;0.00
AMSJ;FLORES;DIABETOLOGÍA;0.00
AMSJ;FLORES;ENDOCRINOLOGÍA;0.00
AMSJ;FLORES;ENDOSCOPÍA DIGESTIVA;0.00
AMSJ;FLORES;ENFERMEDADES INFECCIOSAS;0.00
AMSJ;FLORES;FISIATRÍA;0.00
AMSJ;FLORES;GASTROENTEROLOGÍA;0.00
AMSJ;FLORES;GERIATRÍA;0.00
AMSJ;FLORES;GINECOTOCOLOGÍA;0.00
AMSJ;FLORES;HEMATOLOGÍA;0.00
AMSJ;FLORES;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMSJ;FLORES;MEDICINA INTENSIVA;0.00
AMSJ;FLORES;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMSJ;FLORES;MEDICINA INTERNA;0.00
AMSJ;FLORES;NEFROLOGÍA;0.00
AMSJ;FLORES;NEFROLOGÍA PEDIÁTRICA;0.00
AMSJ;FLORES;NEONATOLOGÍA;0.00
AMSJ;FLORES;NEUMOLOGÍA;0.00
AMSJ;FLORES;NEUMOLOGÍA PEDIÁTRICA;0.00
AMSJ;FLORES;NEUROCIRUGÍA;0.00
AMSJ;FLORES;NEUROLOGÍA;0.00
AMSJ;FLORES;NEUROPEDIATRÍA;0.00
AMSJ;FLORES;OFTALMOLOGÍA;0.00
AMSJ;FLORES;ONCOLOGÍA MÉDICA;0.00
AMSJ;FLORES;ONCOLOGÍA RADIOTERÁPICA;0.00
AMSJ;FLORES;TRAUMATOLOGÍA;0.00
AMSJ;FLORES;OTORRINOLARINGOLOGÍA;0.00
AMSJ;FLORES;PEDIATRÍA;0.00
AMSJ;FLORES;PSICOTERAPIA PSICOANALÍTICA;0.00
AMSJ;FLORES;PSIQUIATRÍA;0.00
AMSJ;FLORES;PSIQUIATRÍA PEDIÁTRICA;0.00
AMSJ;FLORES;REUMATOLOGÍA;0.00
AMSJ;FLORES;UROLOGÍA;0.00
AMSJ;FLORES;UROLOGÍA PEDIÁTRICA;0.00
AMSJ;FLORES;FISIOTERAPÍA;0.00
AMSJ;FLORES;FONOAUDIOLOGÍA;0.00
AMSJ;FLORES;NUTRICIÓN;0.00
AMSJ;FLORES;PSICOLOGÍA;0.00
AMSJ;FLORES;PSICOMOTRICIDAD;0.00
AMSJ;FLORES;PSICOPEDAGOGÍA;0.00
AMSJ;FLORES;TRABAJO SOCIAL;0.00
AMSJ;FLORES;OBSTETRA PARTERA;0.00
AMSJ;FLORIDA;MEDICINA GENERAL;0.00
AMSJ;FLORIDA;ODONTOLOGÍA;0.00
AMSJ;FLORIDA;ALERGOLOGÍA;0.00
AMSJ;FLORIDA;ANESTESIOLOGÍA;0.00
AMSJ;FLORIDA;CARDIOLOGÍA;0.00
AMSJ;FLORIDA;CARDIOLOGÍA PEDIÁTRICA;0.00
AMSJ;FLORIDA;CIRUGÍA GENERAL;0.00
AMSJ;FLORIDA;CIRUGÍA CARDÍACA;0.00
AMSJ;FLORIDA;CIRUGÍA DE TORAX;0.00
AMSJ;FLORIDA;CIRUGÍA PEDIÁTRICA;0.00
AMSJ;FLORIDA;CIRUGÍA PLÁSTICA;0.00
AMSJ;FLORIDA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMSJ;FLORIDA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMSJ;FLORIDA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMSJ;FLORIDA;DERMATOLOGÍA;0.00
AMSJ;FLORIDA;DIABETOLOGÍA;0.00
AMSJ;FLORIDA;ENDOCRINOLOGÍA;0.00
AMSJ;FLORIDA;ENDOSCOPÍA DIGESTIVA;0.00
AMSJ;FLORIDA;ENFERMEDADES INFECCIOSAS;0.00
AMSJ;FLORIDA;FISIATRÍA;0.00
AMSJ;FLORIDA;GASTROENTEROLOGÍA;0.00
AMSJ;FLORIDA;GERIATRÍA;0.00
AMSJ;FLORIDA;GINECOTOCOLOGÍA;0.00
AMSJ;FLORIDA;HEMATOLOGÍA;0.00
AMSJ;FLORIDA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMSJ;FLORIDA;MEDICINA INTENSIVA;0.00
AMSJ;FLORIDA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMSJ;FLORIDA;MEDICINA INTERNA;0.00
AMSJ;FLORIDA;NEFROLOGÍA;0.00
AMSJ;FLORIDA;NEFROLOGÍA PEDIÁTRICA;0.00
AMSJ;FLORIDA;NEONATOLOGÍA;0.00
AMSJ;FLORIDA;NEUMOLOGÍA;0.00
AMSJ;FLORIDA;NEUMOLOGÍA PEDIÁTRICA;0.00
AMSJ;FLORIDA;NEUROCIRUGÍA;0.00
AMSJ;FLORIDA;NEUROLOGÍA;0.00
AMSJ;FLORIDA;NEUROPEDIATRÍA;0.00
AMSJ;FLORIDA;OFTALMOLOGÍA;0.00
AMSJ;FLORIDA;ONCOLOGÍA MÉDICA;0.00
AMSJ;FLORIDA;ONCOLOGÍA RADIOTERÁPICA;0.00
AMSJ;FLORIDA;TRAUMATOLOGÍA;0.00
AMSJ;FLORIDA;OTORRINOLARINGOLOGÍA;0.00
AMSJ;FLORIDA;PEDIATRÍA;0.00
AMSJ;FLORIDA;PSICOTERAPIA PSICOANALÍTICA;0.00
AMSJ;FLORIDA;PSIQUIATRÍA;0.00
AMSJ;FLORIDA;PSIQUIATRÍA PEDIÁTRICA;0.00
AMSJ;FLORIDA;REUMATOLOGÍA;0.00
AMSJ;FLORIDA;UROLOGÍA;0.00
AMSJ;FLORIDA;UROLOGÍA PEDIÁTRICA;0.00
AMSJ;FLORIDA;FISIOTERAPÍA;0.00
AMSJ;FLORIDA;FONOAUDIOLOGÍA;0.00
AMSJ;FLORIDA;NUTRICIÓN;0.00
AMSJ;FLORIDA;PSICOLOGÍA;0.00
AMSJ;FLORIDA;PSICOMOTRICIDAD;0.00
AMSJ;FLORIDA;PSICOPEDAGOGÍA;0.00
AMSJ;FLORIDA;TRABAJO SOCIAL;0.00
AMSJ;FLORIDA;OBSTETRA PARTERA;0.00
AMSJ;LAVALLEJA;MEDICINA GENERAL;0.00
AMSJ;LAVALLEJA;ODONTOLOGÍA;0.00
AMSJ;LAVALLEJA;ALERGOLOGÍA;0.00
AMSJ;LAVALLEJA;ANESTESIOLOGÍA;0.00
AMSJ;LAVALLEJA;CARDIOLOGÍA;0.00
AMSJ;LAVALLEJA;CARDIOLOGÍA PEDIÁTRICA;0.00
AMSJ;LAVALLEJA;CIRUGÍA GENERAL;0.00
AMSJ;LAVALLEJA;CIRUGÍA CARDÍACA;0.00
AMSJ;LAVALLEJA;CIRUGÍA DE TORAX;0.00
AMSJ;LAVALLEJA;CIRUGÍA PEDIÁTRICA;0.00
AMSJ;LAVALLEJA;CIRUGÍA PLÁSTICA;0.00
AMSJ;LAVALLEJA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMSJ;LAVALLEJA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMSJ;LAVALLEJA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMSJ;LAVALLEJA;DERMATOLOGÍA;0.00
AMSJ;LAVALLEJA;DIABETOLOGÍA;0.00
AMSJ;LAVALLEJA;ENDOCRINOLOGÍA;0.00
AMSJ;LAVALLEJA;ENDOSCOPÍA DIGESTIVA;0.00
AMSJ;LAVALLEJA;ENFERMEDADES INFECCIOSAS;0.00
AMSJ;LAVALLEJA;FISIATRÍA;0.00
AMSJ;LAVALLEJA;GASTROENTEROLOGÍA;0.00
AMSJ;LAVALLEJA;GERIATRÍA;0.00
AMSJ;LAVALLEJA;GINECOTOCOLOGÍA;0.00
AMSJ;LAVALLEJA;HEMATOLOGÍA;0.00
AMSJ;LAVALLEJA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMSJ;LAVALLEJA;MEDICINA INTENSIVA;0.00
AMSJ;LAVALLEJA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMSJ;LAVALLEJA;MEDICINA INTERNA;0.00
AMSJ;LAVALLEJA;NEFROLOGÍA;0.00
AMSJ;LAVALLEJA;NEFROLOGÍA PEDIÁTRICA;0.00
AMSJ;LAVALLEJA;NEONATOLOGÍA;0.00
AMSJ;LAVALLEJA;NEUMOLOGÍA;0.00
AMSJ;LAVALLEJA;NEUMOLOGÍA PEDIÁTRICA;0.00
AMSJ;LAVALLEJA;NEUROCIRUGÍA;0.00
AMSJ;LAVALLEJA;NEUROLOGÍA;0.00
AMSJ;LAVALLEJA;NEUROPEDIATRÍA;0.00
AMSJ;LAVALLEJA;OFTALMOLOGÍA;0.00
AMSJ;LAVALLEJA;ONCOLOGÍA MÉDICA;0.00
AMSJ;LAVALLEJA;ONCOLOGÍA RADIOTERÁPICA;0.00
AMSJ;LAVALLEJA;TRAUMATOLOGÍA;0.00
AMSJ;LAVALLEJA;OTORRINOLARINGOLOGÍA;0.00
AMSJ;LAVALLEJA;PEDIATRÍA;0.00
AMSJ;LAVALLEJA;PSICOTERAPIA PSICOANALÍTICA;0.00
AMSJ;LAVALLEJA;PSIQUIATRÍA;0.00
AMSJ;LAVALLEJA;PSIQUIATRÍA PEDIÁTRICA;0.00
AMSJ;LAVALLEJA;REUMATOLOGÍA;0.00
AMSJ;LAVALLEJA;UROLOGÍA;0.00
AMSJ;LAVALLEJA;UROLOGÍA PEDIÁTRICA;0.00
AMSJ;LAVALLEJA;FISIOTERAPÍA;0.00
AMSJ;LAVALLEJA;FONOAUDIOLOGÍA;0.00
AMSJ;LAVALLEJA;NUTRICIÓN;0.00
AMSJ;LAVALLEJA;PSICOLOGÍA;0.00
AMSJ;LAVALLEJA;PSICOMOTRICIDAD;0.00
AMSJ;LAVALLEJA;PSICOPEDAGOGÍA;0.00
AMSJ;LAVALLEJA;TRABAJO SOCIAL;0.00
AMSJ;LAVALLEJA;OBSTETRA PARTERA;0.00
AMSJ;MALDONADO;MEDICINA GENERAL;0.00
AMSJ;MALDONADO;ODONTOLOGÍA;0.00
AMSJ;MALDONADO;ALERGOLOGÍA;0.00
AMSJ;MALDONADO;ANESTESIOLOGÍA;0.00
AMSJ;MALDONADO;CARDIOLOGÍA;0.00
AMSJ;MALDONADO;CARDIOLOGÍA PEDIÁTRICA;0.00
AMSJ;MALDONADO;CIRUGÍA GENERAL;0.00
AMSJ;MALDONADO;CIRUGÍA CARDÍACA;0.00
AMSJ;MALDONADO;CIRUGÍA DE TORAX;0.00
AMSJ;MALDONADO;CIRUGÍA PEDIÁTRICA;0.00
AMSJ;MALDONADO;CIRUGÍA PLÁSTICA;0.00
AMSJ;MALDONADO;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMSJ;MALDONADO;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMSJ;MALDONADO;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMSJ;MALDONADO;DERMATOLOGÍA;0.00
AMSJ;MALDONADO;DIABETOLOGÍA;0.00
AMSJ;MALDONADO;ENDOCRINOLOGÍA;0.00
AMSJ;MALDONADO;ENDOSCOPÍA DIGESTIVA;0.00
AMSJ;MALDONADO;ENFERMEDADES INFECCIOSAS;0.00
AMSJ;MALDONADO;FISIATRÍA;0.00
AMSJ;MALDONADO;GASTROENTEROLOGÍA;0.00
AMSJ;MALDONADO;GERIATRÍA;0.00
AMSJ;MALDONADO;GINECOTOCOLOGÍA;0.00
AMSJ;MALDONADO;HEMATOLOGÍA;0.00
AMSJ;MALDONADO;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMSJ;MALDONADO;MEDICINA INTENSIVA;0.00
AMSJ;MALDONADO;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMSJ;MALDONADO;MEDICINA INTERNA;0.00
AMSJ;MALDONADO;NEFROLOGÍA;0.00
AMSJ;MALDONADO;NEFROLOGÍA PEDIÁTRICA;0.00
AMSJ;MALDONADO;NEONATOLOGÍA;0.00
AMSJ;MALDONADO;NEUMOLOGÍA;0.00
AMSJ;MALDONADO;NEUMOLOGÍA PEDIÁTRICA;0.00
AMSJ;MALDONADO;NEUROCIRUGÍA;0.00
AMSJ;MALDONADO;NEUROLOGÍA;0.00
AMSJ;MALDONADO;NEUROPEDIATRÍA;0.00
AMSJ;MALDONADO;OFTALMOLOGÍA;0.00
AMSJ;MALDONADO;ONCOLOGÍA MÉDICA;0.00
AMSJ;MALDONADO;ONCOLOGÍA RADIOTERÁPICA;0.00
AMSJ;MALDONADO;TRAUMATOLOGÍA;0.00
AMSJ;MALDONADO;OTORRINOLARINGOLOGÍA;0.00
AMSJ;MALDONADO;PEDIATRÍA;0.00
AMSJ;MALDONADO;PSICOTERAPIA PSICOANALÍTICA;0.00
AMSJ;MALDONADO;PSIQUIATRÍA;0.00
AMSJ;MALDONADO;PSIQUIATRÍA PEDIÁTRICA;0.00
AMSJ;MALDONADO;REUMATOLOGÍA;0.00
AMSJ;MALDONADO;UROLOGÍA;0.00
AMSJ;MALDONADO;UROLOGÍA PEDIÁTRICA;0.00
AMSJ;MALDONADO;FISIOTERAPÍA;0.00
AMSJ;MALDONADO;FONOAUDIOLOGÍA;0.00
AMSJ;MALDONADO;NUTRICIÓN;0.00
AMSJ;MALDONADO;PSICOLOGÍA;0.00
AMSJ;MALDONADO;PSICOMOTRICIDAD;0.00
AMSJ;MALDONADO;PSICOPEDAGOGÍA;0.00
AMSJ;MALDONADO;TRABAJO SOCIAL;0.00
AMSJ;MALDONADO;OBSTETRA PARTERA;0.00
AMSJ;PAYSANDÚ;MEDICINA GENERAL;0.00
AMSJ;PAYSANDÚ;ODONTOLOGÍA;0.00
AMSJ;PAYSANDÚ;ALERGOLOGÍA;0.00
AMSJ;PAYSANDÚ;ANESTESIOLOGÍA;0.00
AMSJ;PAYSANDÚ;CARDIOLOGÍA;0.00
AMSJ;PAYSANDÚ;CARDIOLOGÍA PEDIÁTRICA;0.00
AMSJ;PAYSANDÚ;CIRUGÍA GENERAL;0.00
AMSJ;PAYSANDÚ;CIRUGÍA CARDÍACA;0.00
AMSJ;PAYSANDÚ;CIRUGÍA DE TORAX;0.00
AMSJ;PAYSANDÚ;CIRUGÍA PEDIÁTRICA;0.00
AMSJ;PAYSANDÚ;CIRUGÍA PLÁSTICA;0.00
AMSJ;PAYSANDÚ;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMSJ;PAYSANDÚ;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMSJ;PAYSANDÚ;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMSJ;PAYSANDÚ;DERMATOLOGÍA;0.00
AMSJ;PAYSANDÚ;DIABETOLOGÍA;0.00
AMSJ;PAYSANDÚ;ENDOCRINOLOGÍA;0.00
AMSJ;PAYSANDÚ;ENDOSCOPÍA DIGESTIVA;0.00
AMSJ;PAYSANDÚ;ENFERMEDADES INFECCIOSAS;0.00
AMSJ;PAYSANDÚ;FISIATRÍA;0.00
AMSJ;PAYSANDÚ;GASTROENTEROLOGÍA;0.00
AMSJ;PAYSANDÚ;GERIATRÍA;0.00
AMSJ;PAYSANDÚ;GINECOTOCOLOGÍA;0.00
AMSJ;PAYSANDÚ;HEMATOLOGÍA;0.00
AMSJ;PAYSANDÚ;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMSJ;PAYSANDÚ;MEDICINA INTENSIVA;0.00
AMSJ;PAYSANDÚ;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMSJ;PAYSANDÚ;MEDICINA INTERNA;0.00
AMSJ;PAYSANDÚ;NEFROLOGÍA;0.00
AMSJ;PAYSANDÚ;NEFROLOGÍA PEDIÁTRICA;0.00
AMSJ;PAYSANDÚ;NEONATOLOGÍA;0.00
AMSJ;PAYSANDÚ;NEUMOLOGÍA;0.00
AMSJ;PAYSANDÚ;NEUMOLOGÍA PEDIÁTRICA;0.00
AMSJ;PAYSANDÚ;NEUROCIRUGÍA;0.00
AMSJ;PAYSANDÚ;NEUROLOGÍA;0.00
AMSJ;PAYSANDÚ;NEUROPEDIATRÍA;0.00
AMSJ;PAYSANDÚ;OFTALMOLOGÍA;0.00
AMSJ;PAYSANDÚ;ONCOLOGÍA MÉDICA;0.00
AMSJ;PAYSANDÚ;ONCOLOGÍA RADIOTERÁPICA;0.00
AMSJ;PAYSANDÚ;TRAUMATOLOGÍA;0.00
AMSJ;PAYSANDÚ;OTORRINOLARINGOLOGÍA;0.00
AMSJ;PAYSANDÚ;PEDIATRÍA;0.00
AMSJ;PAYSANDÚ;PSICOTERAPIA PSICOANALÍTICA;0.00
AMSJ;PAYSANDÚ;PSIQUIATRÍA;0.00
AMSJ;PAYSANDÚ;PSIQUIATRÍA PEDIÁTRICA;0.00
AMSJ;PAYSANDÚ;REUMATOLOGÍA;0.00
AMSJ;PAYSANDÚ;UROLOGÍA;0.00
AMSJ;PAYSANDÚ;UROLOGÍA PEDIÁTRICA;0.00
AMSJ;PAYSANDÚ;FISIOTERAPÍA;0.00
AMSJ;PAYSANDÚ;FONOAUDIOLOGÍA;0.00
AMSJ;PAYSANDÚ;NUTRICIÓN;0.00
AMSJ;PAYSANDÚ;PSICOLOGÍA;0.00
AMSJ;PAYSANDÚ;PSICOMOTRICIDAD;0.00
AMSJ;PAYSANDÚ;PSICOPEDAGOGÍA;0.00
AMSJ;PAYSANDÚ;TRABAJO SOCIAL;0.00
AMSJ;PAYSANDÚ;OBSTETRA PARTERA;0.00
AMSJ;RÍO NEGRO;MEDICINA GENERAL;0.00
AMSJ;RÍO NEGRO;ODONTOLOGÍA;0.00
AMSJ;RÍO NEGRO;ALERGOLOGÍA;0.00
AMSJ;RÍO NEGRO;ANESTESIOLOGÍA;0.00
AMSJ;RÍO NEGRO;CARDIOLOGÍA;0.00
AMSJ;RÍO NEGRO;CARDIOLOGÍA PEDIÁTRICA;0.00
AMSJ;RÍO NEGRO;CIRUGÍA GENERAL;0.00
AMSJ;RÍO NEGRO;CIRUGÍA CARDÍACA;0.00
AMSJ;RÍO NEGRO;CIRUGÍA DE TORAX;0.00
AMSJ;RÍO NEGRO;CIRUGÍA PEDIÁTRICA;0.00
AMSJ;RÍO NEGRO;CIRUGÍA PLÁSTICA;0.00
AMSJ;RÍO NEGRO;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMSJ;RÍO NEGRO;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMSJ;RÍO NEGRO;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMSJ;RÍO NEGRO;DERMATOLOGÍA;0.00
AMSJ;RÍO NEGRO;DIABETOLOGÍA;0.00
AMSJ;RÍO NEGRO;ENDOCRINOLOGÍA;0.00
AMSJ;RÍO NEGRO;ENDOSCOPÍA DIGESTIVA;0.00
AMSJ;RÍO NEGRO;ENFERMEDADES INFECCIOSAS;0.00
AMSJ;RÍO NEGRO;FISIATRÍA;0.00
AMSJ;RÍO NEGRO;GASTROENTEROLOGÍA;0.00
AMSJ;RÍO NEGRO;GERIATRÍA;0.00
AMSJ;RÍO NEGRO;GINECOTOCOLOGÍA;0.00
AMSJ;RÍO NEGRO;HEMATOLOGÍA;0.00
AMSJ;RÍO NEGRO;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMSJ;RÍO NEGRO;MEDICINA INTENSIVA;0.00
AMSJ;RÍO NEGRO;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMSJ;RÍO NEGRO;MEDICINA INTERNA;0.00
AMSJ;RÍO NEGRO;NEFROLOGÍA;0.00
AMSJ;RÍO NEGRO;NEFROLOGÍA PEDIÁTRICA;0.00
AMSJ;RÍO NEGRO;NEONATOLOGÍA;0.00
AMSJ;RÍO NEGRO;NEUMOLOGÍA;0.00
AMSJ;RÍO NEGRO;NEUMOLOGÍA PEDIÁTRICA;0.00
AMSJ;RÍO NEGRO;NEUROCIRUGÍA;0.00
AMSJ;RÍO NEGRO;NEUROLOGÍA;0.00
AMSJ;RÍO NEGRO;NEUROPEDIATRÍA;0.00
AMSJ;RÍO NEGRO;OFTALMOLOGÍA;0.00
AMSJ;RÍO NEGRO;ONCOLOGÍA MÉDICA;0.00
AMSJ;RÍO NEGRO;ONCOLOGÍA RADIOTERÁPICA;0.00
AMSJ;RÍO NEGRO;TRAUMATOLOGÍA;0.00
AMSJ;RÍO NEGRO;OTORRINOLARINGOLOGÍA;0.00
AMSJ;RÍO NEGRO;PEDIATRÍA;0.00
AMSJ;RÍO NEGRO;PSICOTERAPIA PSICOANALÍTICA;0.00
AMSJ;RÍO NEGRO;PSIQUIATRÍA;0.00
AMSJ;RÍO NEGRO;PSIQUIATRÍA PEDIÁTRICA;0.00
AMSJ;RÍO NEGRO;REUMATOLOGÍA;0.00
AMSJ;RÍO NEGRO;UROLOGÍA;0.00
AMSJ;RÍO NEGRO;UROLOGÍA PEDIÁTRICA;0.00
AMSJ;RÍO NEGRO;FISIOTERAPÍA;0.00
AMSJ;RÍO NEGRO;FONOAUDIOLOGÍA;0.00
AMSJ;RÍO NEGRO;NUTRICIÓN;0.00
AMSJ;RÍO NEGRO;PSICOLOGÍA;0.00
AMSJ;RÍO NEGRO;PSICOMOTRICIDAD;0.00
AMSJ;RÍO NEGRO;PSICOPEDAGOGÍA;0.00
AMSJ;RÍO NEGRO;TRABAJO SOCIAL;0.00
AMSJ;RÍO NEGRO;OBSTETRA PARTERA;0.00
AMSJ;RIVERA;MEDICINA GENERAL;0.00
AMSJ;RIVERA;ODONTOLOGÍA;0.00
AMSJ;RIVERA;ALERGOLOGÍA;0.00
AMSJ;RIVERA;ANESTESIOLOGÍA;0.00
AMSJ;RIVERA;CARDIOLOGÍA;0.00
AMSJ;RIVERA;CARDIOLOGÍA PEDIÁTRICA;0.00
AMSJ;RIVERA;CIRUGÍA GENERAL;0.00
AMSJ;RIVERA;CIRUGÍA CARDÍACA;0.00
AMSJ;RIVERA;CIRUGÍA DE TORAX;0.00
AMSJ;RIVERA;CIRUGÍA PEDIÁTRICA;0.00
AMSJ;RIVERA;CIRUGÍA PLÁSTICA;0.00
AMSJ;RIVERA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMSJ;RIVERA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMSJ;RIVERA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMSJ;RIVERA;DERMATOLOGÍA;0.00
AMSJ;RIVERA;DIABETOLOGÍA;0.00
AMSJ;RIVERA;ENDOCRINOLOGÍA;0.00
AMSJ;RIVERA;ENDOSCOPÍA DIGESTIVA;0.00
AMSJ;RIVERA;ENFERMEDADES INFECCIOSAS;0.00
AMSJ;RIVERA;FISIATRÍA;0.00
AMSJ;RIVERA;GASTROENTEROLOGÍA;0.00
AMSJ;RIVERA;GERIATRÍA;0.00
AMSJ;RIVERA;GINECOTOCOLOGÍA;0.00
AMSJ;RIVERA;HEMATOLOGÍA;0.00
AMSJ;RIVERA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMSJ;RIVERA;MEDICINA INTENSIVA;0.00
AMSJ;RIVERA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMSJ;RIVERA;MEDICINA INTERNA;0.00
AMSJ;RIVERA;NEFROLOGÍA;0.00
AMSJ;RIVERA;NEFROLOGÍA PEDIÁTRICA;0.00
AMSJ;RIVERA;NEONATOLOGÍA;0.00
AMSJ;RIVERA;NEUMOLOGÍA;0.00
AMSJ;RIVERA;NEUMOLOGÍA PEDIÁTRICA;0.00
AMSJ;RIVERA;NEUROCIRUGÍA;0.00
AMSJ;RIVERA;NEUROLOGÍA;0.00
AMSJ;RIVERA;NEUROPEDIATRÍA;0.00
AMSJ;RIVERA;OFTALMOLOGÍA;0.00
AMSJ;RIVERA;ONCOLOGÍA MÉDICA;0.00
AMSJ;RIVERA;ONCOLOGÍA RADIOTERÁPICA;0.00
AMSJ;RIVERA;TRAUMATOLOGÍA;0.00
AMSJ;RIVERA;OTORRINOLARINGOLOGÍA;0.00
AMSJ;RIVERA;PEDIATRÍA;0.00
AMSJ;RIVERA;PSICOTERAPIA PSICOANALÍTICA;0.00
AMSJ;RIVERA;PSIQUIATRÍA;0.00
AMSJ;RIVERA;PSIQUIATRÍA PEDIÁTRICA;0.00
AMSJ;RIVERA;REUMATOLOGÍA;0.00
AMSJ;RIVERA;UROLOGÍA;0.00
AMSJ;RIVERA;UROLOGÍA PEDIÁTRICA;0.00
AMSJ;RIVERA;FISIOTERAPÍA;0.00
AMSJ;RIVERA;FONOAUDIOLOGÍA;0.00
AMSJ;RIVERA;NUTRICIÓN;0.00
AMSJ;RIVERA;PSICOLOGÍA;0.00
AMSJ;RIVERA;PSICOMOTRICIDAD;0.00
AMSJ;RIVERA;PSICOPEDAGOGÍA;0.00
AMSJ;RIVERA;TRABAJO SOCIAL;0.00
AMSJ;RIVERA;OBSTETRA PARTERA;0.00
AMSJ;ROCHA;MEDICINA GENERAL;0.00
AMSJ;ROCHA;ODONTOLOGÍA;0.00
AMSJ;ROCHA;ALERGOLOGÍA;0.00
AMSJ;ROCHA;ANESTESIOLOGÍA;0.00
AMSJ;ROCHA;CARDIOLOGÍA;0.00
AMSJ;ROCHA;CARDIOLOGÍA PEDIÁTRICA;0.00
AMSJ;ROCHA;CIRUGÍA GENERAL;0.00
AMSJ;ROCHA;CIRUGÍA CARDÍACA;0.00
AMSJ;ROCHA;CIRUGÍA DE TORAX;0.00
AMSJ;ROCHA;CIRUGÍA PEDIÁTRICA;0.00
AMSJ;ROCHA;CIRUGÍA PLÁSTICA;0.00
AMSJ;ROCHA;CIRUGÍA VASCULAR PERIFÉRICA;0.00
AMSJ;ROCHA;CIRUGÍA Y TRAUMATOLOGÍA BUCO-MAXILO-FACIAL;0.00
AMSJ;ROCHA;CUIDADOS PALIATIVOS DEL ADULTO;0.00
AMSJ;ROCHA;DERMATOLOGÍA;0.00
AMSJ;ROCHA;DIABETOLOGÍA;0.00
AMSJ;ROCHA;ENDOCRINOLOGÍA;0.00
AMSJ;ROCHA;ENDOSCOPÍA DIGESTIVA;0.00
AMSJ;ROCHA;ENFERMEDADES INFECCIOSAS;0.00
AMSJ;ROCHA;FISIATRÍA;0.00
AMSJ;ROCHA;GASTROENTEROLOGÍA;0.00
AMSJ;ROCHA;GERIATRÍA;0.00
AMSJ;ROCHA;GINECOTOCOLOGÍA;0.00
AMSJ;ROCHA;HEMATOLOGÍA;0.00
AMSJ;ROCHA;MEDICINA FAMILIAR Y COMUNITARIA;0.00
AMSJ;ROCHA;MEDICINA INTENSIVA;0.00
AMSJ;ROCHA;MEDICINA INTENSIVA PEDIÁTRICA;0.00
AMSJ;ROCHA;MEDICINA INTERNA;0.00
AMSJ;ROCHA;NEFROLOGÍA;0.00
AMSJ;ROCHA;NEFROLOGÍA PEDIÁTRICA;0.00
AMSJ;ROCHA;NEONATOLOGÍA;0.00
AMSJ;ROCHA;NEUMOLOGÍA;0.00
AMSJ;ROCHA;NEUMOLOGÍA PEDIÁTRICA;0.00
AMSJ;ROCHA;NEUROCIRUGÍA;0.00
AMSJ;ROCHA;NEUROLOGÍA;0.00
AMSJ;ROCHA;NEUROPEDIATRÍA;0.00
AMSJ;ROCHA;OFTALMOLOGÍA;0.00
AMSJ;ROCHA;ONCOLOGÍA MÉDICA;0.00
AMSJ;ROCHA;ONCOLOGÍA RADIOTERÁPICA;0.00
AMSJ;ROCHA;TRAUMATOLOGÍA;0.00
AMSJ;ROCHA;OTORRINOLARINGOLOGÍA;0.00
AMSJ;ROCHA;PEDIATRÍA;0.00
