id_institucion;Direccion ;Departamento ;localidad;nivel;Servicio de Urgencia;Alergista    Si/No;Anestesiología Si/No;Cardiología Si/No;Cirugía  Si/No;Cirugía Reparadora Si/No;Cirugía Vascular Si/No;Deportología Si/No;Dermatología Si/No;Endocrinolgía Si/No;Fisiatría Si/No;Gastroenterología Si/No;Geriatría Si/No;Ginecología Si/No;Hematología Si/No;Infectología Si/No;Medicina General Si/No;Medicina Interna Si/No;Medicina Intensiva Si/No;Nefrología Si/No;Neonatología Si/No;Neumología Si/No;Neurocirugía Si/No;Neurología Si/No;Neuropediatría Si/No;Odontología Si/No;Oncología Si/No;Otorrinolaringología Si/No;Pediatría Si/No;Psiquiatría Si/No;Psiquiatría Infantil Si/No;Reumatología Si/No;Traumatología Si/No;Urología Si/No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6618;VEINTICINCO DE AGOSTO - RAMON ALVAREZ S/N;Florida;Veinticinco de Agosto;Ambulatorio;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6618;VEINTICINCO DE MAYO  OFILIA R. DE MARINONI;Florida;Veinticinco de Agosto;Ambulatorio;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;SI;NO;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;SI;NO;NO;SI;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;JOSE BATLLE Y ORDOÑEZ - GIANARELLI S/N CASI RIVERA;Lavalleja;José Batlle y Ordóñez;Ambulatorio;Si;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;JOSE PEDRO VARELA - LAVALLEJA S/N CASI PODESTÁ;Lavalleja;José Pedro Varela;Ambulatorio;Si;No;No;Si;No;No;No;No;Si;SI;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;Si;Si;No;Si;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;MARISCALA - AVENIDA ARTIGAS S/N CASI TREINTA Y TRES;Lavalleja;Mariscala;Ambulatorio;Si;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;MINAS - CHICO CARLO S/N   BARRIO ESPAÑA;Lavalleja;Minas;Ambulatorio;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;SI;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;MINAS - COMPLEJO LA FILARMONICA - WASHINTON BELTRAN S/N ENTRE RONDEAU Y AROZTEGUI;Lavalleja;Minas;Ambulatorio;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;MINAS - DIAGONAL ORIBE S/N;Lavalleja;Minas;Ambulatorio;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;MINAS - JUAN FARINA 354 CASI PEREZ DEL PUERTO;Lavalleja;Minas;Ambulatorio;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;MINAS - JUAN FARINA S/N ;Lavalleja;Minas;Ambulatorio;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;MINAS - PEREZ DEL PUERTO S/N CASI JUAN FARINA;Lavalleja;Minas;Ambulatorio;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;MINAS - ROOSVELT S/N;Lavalleja;Minas;Ambulatorio;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;MINAS - ROOSVELT 858;Lavalleja;Minas;Ambulatorio;No;No;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;No;Si;Si;No;Si;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;MINAS - SANATORIO RODRIGUEZ RUFINO OLASCUAGUA - JUAN ANTONIO LAVALLEJA S/N ESQUINA JUAN FARINA;Lavalleja;Minas;Sede Central;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;MINAS - AVDA. ARTIGAS Y UGOLINI;Lavalleja;Minas;Ambulatorio;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;PIRARAJA - PEDRO CORBO S/N;Lavalleja;Pirarajá;Ambulatorio;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;SI;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;SOLIS DE MATAOJO - FABINI 892;Lavalleja;Solís de Mataojo;Ambulatorio;Si;No;No;Si;No;No;No;No;No;Si;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;Si;No;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;ZAPICAN - 25 DE AGOSTO S/N;Lavalleja;Zapicán;Ambulatorio;Si;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6769;MINAS - ESPAÑA S/N;Lavalleja;Minas;Ambulatorio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;AIGUA - POLICLINICA AIGUA - MARGARITA MUNIZ 715;Maldonado;Aigua;Ambulatorio;Si;No;Si;si;si;no;no;no;si;si;no;no;no;Si;no;no;si;no;no;no;no;no;no;No;No;Si;No;No;Si;Si;No;No;Si;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;GREGORIO AZNAREZ - POLICLINICA GREGORIO AZNARES - CALLE 12 METROS S/N;Maldonado;Gregorio Aznarez;Ambulatorio;No;No;No;no;no;no;no;no;si;no;no;no;si;Si;no;no;si;no;no;no;no;no;no;No;No;No;No;No;Si;no;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;LA BARRA - POLICLINICA LA BARRA - CALLE LOS DESTINOS S/N;Maldonado;La Barra;Ambulatorio;No;No;No;si;si;no;no;no;no;no;no;si;no;Si;no;no;si;no;no;no;no;no;no;No;No;No;No;No;Si;no;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;MALDONADO - POLICLINICA CENTRO - 25 DE MAYO 719;Maldonado;Maldonado;Ambulatorio;Si;Si;Si;si;si;si;no;no;si;si;Si;No;no;Si;si;si;si;no;si;si;si;si;si;Si;No;Si;Si;No;No;Si;No;Si;No;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;MALDONADO - POLICLINICA NORTE - CAMINO DE LOS GAUCHOS S/N;Maldonado;Maldonado;Ambulatorio;No;No;Si;no;no;no;no;no;si;si;si;no;no;Si;no;no;si ;no;no;no;no;no;no;No;No;Si;No;No;Si;Si;No;Si;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;MALDONADO - POLICLINICA LUSSICH - AVENIDA LUSSICH S/N;Maldonado;Maldonado;Ambulatorio;No;NO;no;si;no;no;no;no;si;no;no;no;no;Si;no;no;si;no;no;no;no;no;no;No;No;Si;No;No;Si;Si;Si;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;PAN DE AZUCAR - POLICLINICA PAN DE AZUCAR - AVENIDA ARTIGAS 475;Maldonado;Pan de Azucar;Ambulatorio;No;NO;si;si;si;no;no;no;si;si;si;no;no;si;no;no;si;no;si;no;no;si;si;Si;No;Si;No;Si;Si;Si;No;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;PIRIAPOLIS - POLICLINICA PIRIAPOLIS - TUCUMAN 1073;Maldonado;Piriápolis;Ambulatorio;No;NO;si;si;si;no;no;no;si;si;si;no;no;Si;no;no;si ;no;si ;no;no;no;si;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;PUNTA DEL ESTE - AVENIDA ROOSVELT S/N (Policlinica pediatrica);Maldonado;Punta del Este;Ambulatorio;No;No;si;si;no;no;no;no;Si;no;no;no;no;no;no;no;no;no;si;si;si;no;no;Si;Si;Si;No;No;Si;No;Si;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;PUNTA DEL ESTE - SANATORIO CANTEGRIL - AVENIDA ROOSVELT PARADA 13 (Sanatorio y Policlinicas);Maldonado;Punta del Este;Ambulatorio;Si;No;no;si;si;no;no;no;no;no;no;no;no;Si;no;no;si;si;si;si;no;no;no;No;No;Si;No;Si;Si;Si;No;No;Si;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;SAN CARLOS - SANATORIO SAN CARLOS - AVENIDA ANDRES CEBERIO 649 ((Sanatorio y Policlinicas));Maldonado;Sede Principal;Ambulatorio;Si;No;si;si;si;si;no;no;si;si;si;si;si;Si;si;si;si;no;si ;no;no;si;no;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;Consultorios externos Maldonado;Maldonado;Maldonado;Ambulatorio;No;No;si;si;si;no;no;no;no;no;si;no;no;Si;no;no;si;no;si;no;no;no;no;No;No;Si;No;Si;Si;Si;Si;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;Consultorios externos San Carlos;Maldonado;San Carlos;Ambulatorio;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;Consultorios externos Pan de Azucar;Maldonado;Pan de Azucar;Ambulatorio;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;Consultorios externos Piriápolis;Maldonado;Piriápolis;Ambulatorio;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6860;SAN CARLOS - AVENIDA ANDRES CEBERIO 697;Maldonado;San Carlos;Ambulatorio;;;;;;;;;;si;Si;;no;Si;;no;si;;si;si;no;si;no;Si;No;Si;Si;Si;Si;Si;;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6985;AIGUA - ALBERTO DRAPPER S/N;Maldonado;Aigua;Ambulatorio;No;No;no;si;si;no;no;no;si;si;no;no;no;si;no;No;Si;Si;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;Si;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6985;MALDONADO - AVENIDA ROOSVELT S/N;Maldonado;Maldonado;Sede Central;Si;no;si;si;si;si;si;no;si;si;si;si;si;si;si;Si;Si;Si;No;Si;si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6985;PAN DE AZUCAR - GENERAL RIVERA 794;Maldonado;Pan de Azucar;Ambulatorio;Si;No;no;si;no;no;no;no;si;no;no;no;no;si;no;No;Si;No;No;No;No;No;No;No;No;No;No;No;Si;No;No;No;No;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6985;PIRIAPOLIS - AVENIDA ARTIGAS S/N;Maldonado;Piriápolis;Ambulatorio;Si;No;no;si;si;no;no;no;si;si;si;si;no;si;no;No;Si;Si;No;No;No;No;No;Si;No;No;No;Si;Si;Si;No;No;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
6985;SAN CARLOS - 18 DE JULIO 1071;Maldonado;San Carlos;Ambulatorio;Si;si;si;si;si;no;no;no;si;si;si;si;no;si;no;No;Si;Si;No;No;No;No;No;Si;No;No;No;Si;Si;Si;Si;No;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7062;GUICHON - 25 DE AGOSTO 321;Paysandú;Paysandú;Ambulatorio;si;no;no;si;;no;no;no;no;si;si;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;No;Si;Si;Si;No;No;No;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7062;PAYSANDU - COLON 1224;Paysandú;Paysandú;Ambulatorio;;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;No;Si;Si;Si;No;Si;No;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7062;PAYSANDU - COLON 1277;Paysandú;Paysandú;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7062;PAYSANDU - FLORIDA 925;Paysandú;Paysandú;Ambulatorio;;;;;;;;;;;;;;;Si;;;;Si;;;;;;;;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7062;PAYSANDU - ITUZAINGO 1249;Paysandú;Paysandú;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7062;QUEBRACHO - MACARIO GARCIA S/N;Paysandú;Paysandú;Ambulatorio;si;No;No;Si;No;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7214;FRAY BENTOS - RIVERA 1102;Río Negro;Fray Bentos;Ambulatorio;Si;No;Si;Si;Si;Si;No;No;No;No;No;Si;No;Si;Si;No;Si;Si;Si;No;Si;Si;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7214;POLICLINICO NUEVO BERLIN - VILLA NUEVO BERLIN - 18 DE JULIO 56;Río Negro;Nuevo Berlin;Ambulatorio;No;No;No;Si;No;No;No;No;No;Si;No;Si;No;Si;No;No;Si;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7214;FRAY BENTOS - SEDE PRINCIPAL - RINCON 1051;Río Negro;Fray Bentos;Sede Central;No;Si;Si;Si;Si;Si;No;No;Si;Si;No;Si;Si;Si;Si;No;Si;Si;No;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7264;YOUNG - SEDE CENTRAL - 25 DE AGOSTO 3450;Río Negro;Young;Sede Central;SI;SI;SI; SI;SI;SI;SI;NO;SI;SI;NO;SI;NO;SI;SI;NO;SI;SI;SI;SI;NO;SI;NO;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;SI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7466;RIVERA - FAUSTINO CARAMBULA 1176;Rivera;Rivera;Ambulatorio;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7466;MINAS DE CORRALES - POLICLINICA MINAS DE CORRALES - DOCTOR DAVINSON S/N;Rivera;Minas de Corrales;Ambulatorio;SI;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;SI;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;SI;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7466;RIVERA - AVENIDA 1825 512;Rivera;Rivera;Ambulatorio;SI;NO;NO;NO;SI;NO;NO;NO;NO;SI;NO;NO;SI;SI;SI;NO;NO;SI;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;SI;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7466;RIVERA - ITUZAINGO 471;Rivera;Rivera;Ambulatorio;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;N;NO;NO;NO;NO;N;NO;NO;NO;SI;NO;NO;SI;SI;NO;SI;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7466;RIVERA - ITUZAINGO 475;Rivera;;; OFICINAS ADMINISTRATIVAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7466;RIVERA - ITUZAINGO 521;Rivera;;; OFICINAS ADMINISTRATIVAS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7466;RIVERA - LAVALLEJA 1179;Rivera;;; LABORATORIO DE ANALISIS CLINICOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7466;RIVERA - SANATORIO - FAUSTINO CARAMBULA 1189;Rivera;;;SANATORIO INTERNACION;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7466;RIVERA - SEDE PRINCIPIAL - FAUSTINO CARAMBULA 1181;Rivera;Rivera;Sede Central;SI;NO ;NO;SI;NO;NO;SI;SI;NO;SI;NO;SI;SI;NO;NO;NO;NO;SI;;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;SI;SI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7466;TRANQUERAS - POLICLINICA TRANQUERAS - INDEPENDENCIA 538;Rivera;Tranqueras;Ambulatorio;SI;NO;NO;NO;SI;NO;NO;NO;NO;SI;SI;NO;SI;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7466;VICHADERO - POLICLINICA VICHADERO - BULEVAR ARTIGAS S/N;Rivera;Vichadero;Ambulatorio;SI;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;SI;NO;SI;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;SI;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7553;ARTIGAS - TOMAS BERRETA 640;Artigas;Artigas;Sede Secundaria;Si;Si;Si;si;Si;No;Si;Si;Si;Si;si;Si;si;No;no;Si;si;si;si;No;No;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7553;MINAS DE CORRALES - GENERAL ARTIGAS S/N;Rivera;Minas de Corrales;Ambulatorio;No;No;Si;No;No;No;No;No;No;No;No;No;Si;No;no;Si;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7553;RIVERA - ITUZAINGO 725;Rivera;Rivera;Ambulatorio;No;Si;Si;No;Si;Si;No;Si;Si;Si;Si;No;Si;Si;No;Si;Si;No;No;No;Si;No;No;Si;No;No;Si;Si;Si;Si;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7553;RIVERA - JOSE PEDRO VARELA 640;Rivera;Rivera;Ambulatorio;No;Si;Si;Si;Si;No;No;No;Si;No;No;No;No;No;No;Si;Si;No;No;Si;No;No;No;Si;Si;Si;No;Si;No;No;No;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7553;RIVERA - SEDE PRINCIPAL - ANSINA 639;Rivera;Rivera;Sede Central;No;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;No;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7553;TRANQUERAS - BRASIL 320;Rivera;Tranqueras;Ambulatorio;No;No;Si;No;No;No;No;No;No;No;No;No;Si;No;no;Si;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7553;VICHADERO - BULEVAR ARTIGAS 191;Rivera;Vichadero;Ambulatorio;No;No;Si;No;No;No;No;No;No;No;No;No;Si;No;no;Si;No;No;No;No;No;No;No;No;Si;No;No;Si;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;ROCHA - SANATORIO DEL ESTE - GENERAL ARTIGAS 254;Rocha;Rocha;Sede Central;NO;NO;SI;Si;SI;SI;SI;NO;SI;SI;SI;SI;NO;SI;SI;SI;SI;SI;NO;SI;NO;SI;NO;SI;NO;SI;NO;SI;NO;SI;SI;SI;NO;SI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;18 DE JULIO - CALLE PUBLICA Nº 5 S/N;Rocha;18 de julio;Ambulatorio;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;N O;si;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;BARRA DEL CHUY - CALLE PUBLICA PARADA 10 S/N;Rocha;Barra del Chuy;Ambulatorio;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;si;NO;NO;si;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;CASTILLOS - FORMOSO 1234;Rocha;Castillos;Ambulatorio;SI;NO;SI;SI;SI;SI;No;No;SI;SI;SI;SI;No;SI;SI;NO;SI;SI;NO;SI;NO;NO;NO;SI;NO;SI;NO;SI;SI;SI;SI;SI;SI;SI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;CEBOLLATI - SAN LUIS S/N;Rocha;Cebollatí;Ambulatorio;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;No;SI;;NO;si;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;no;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;CHUY - BERNARDO VENTURA 517;Rocha;Chuy;Ambulatorio;SI;NO;SI;Si;SI;SI;NO;NO;SI;SI;SI;SI;NO;SI;SI;NO;SI;NO;NO;SI;NO;SI;NO;SI;NO;SI;SI;SI;SI;SI;NO;SI;SI;SI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;LA CORONILLA - LAS MARGARITAS S/N;Rocha;La Coronilla;Ambulatorio;No;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;no;NO;SI;no;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;LA PALOMA - AVENIDA SOLARI S/N;Rocha;La Paloma;Ambulatorio;SI;NO;NO;SI;NO;NO;NO;NO;Si;si;SI;si;NO;SI;no;NO;SI;no;no;SI;NO;NO;NO;NO;NO;SI;NO;SI;SI;SI;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;LASCANO - MISIONES 1190;Rocha;Lascano;Ambulatorio;SI;NO;SI;SI;SI;NO;NO;NO;SI;si;NO;SI;NO;SI;SI;NO;SI;NO;NO;SI;NO;SI;NO;SI;NO;SI;SI;SI;SI;SI;NO;NO;Si;SI;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;ROCHA - SANATORIO ROCHENSE - TREINTA Y TRES 1857;Rocha;Rocha;Ambulatorio;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;SI;NO;SI;NO;SI;NO;NO;NO;SI;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;SAN LUIS AL MEDIO - CALLE PUBLICA S/N;Rocha;San Luis al Medio;Ambulatorio;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;VELAZQUEZ - GENERAL ARTIGAS S/N;Rocha;Veláquez;Ambulatorio;NO;NO;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;NO;SI;No;NO;SI;NO;NO;NO;NO;NO;NO;NO;NO;SI;NO;NO;SI;NO;NO;NO;SI;NO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7618;LAZCANO - DR. FONSECA 1190;ROCHA;Lascano;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7719;Policlínicas  Artigas N° 917;Salto;Salto;Sede Central;no;No;No;Si;Si;Si;SI;No;Si;Si;Si;Si;Si;No;Si;Si;Si;Si;No;Si;No;Si;Si;Si;Si;No;Si;Si;No;No;No;Si;Si;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7719;Emergencia de adultos  Artigas N° 935;Salto;Salto;;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7719;Servicios diagnósticos  Artigas N° 937;Salto;Salto;Ambulatorio;No;No;Si;Si;No;No;No;No;No;Si;No;Si;No;Si;No;No;No;No;No;No;No;Si;No;Si;No;No;Si;Si;No;No;No;No;No;Si;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7719;Centro Oftalmológico  Artigas N° 956;Salto;Salto;Ambulatorio;No;No;No;No;No;No;No;Si;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;No;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
