id_institucion;Direccion ;Departamento ;localidad;nivel
3567;SEDE SECUNDARIA CHUY - BERNARDO VENTURA 520 (Ex Guaranies);Rocha;Chuy;Ambulatorio
3567;SEDE SECUNDARIA COLONIA - ALBERTO MENDEZ 266;Colonia;Colonia del Sacramento;Ambulatorio
3567;SEDE SECUNDARIA SOLYMAR - AVENIDA GIANNATTASIO KM 22800;Canelones;Solymar;Ambulatorio
3567;SEDE PRINCIPAL - AVENIDA 8 DE OCTUBRE 2492;Montevideo;Montevideo;Ambulatorio
3567;SEDE SECUNDARIA CIUDAD DEL PLATA - RIO DE LA PLATA S/N;San José;Ciudad del Plata;Ambulatorio
3567;MONTEVIDEO - ANEXO IV - 8 DE OCTUBRE 2589;Montevideo;Montevideo;Ambulatorio
3567;TREINTA Y TRES - SIMON DEL PINO 1392;Treinta y Tres;Treinta y Tres;Ambulatorio
3567;SEDE LA FLORESTA - TREINTA Y TRES S/N;Canelones;La Floresta;Ambulatorio
3567;SEDE SECUNDARIA FLORIDA - LUIS ALBERTO DE HERRERA 293;Florida;Florida;Ambulatorio
3567;MIGUES - 25 DE AGOSTO S/N;Canelones;Migues;Ambulatorio
3567;TALA - 25 DE AGOSTO 420;Canelones;Tala;Ambulatorio
4315;MONTEVIDEO - LUIS ALBERTO DE HERRERA 2275;Montevideo;Montevideo;Ambulatorio
4315;MONTEVIDEO - AVENIDA RICALDONI 1754;Montevideo;Montevideo;Ambulatorio
4315;SEDE SECUNDARIA SOLYMAR - AVENIDA GIANNATTASIO KM 24;Canelones;Solymar;Ambulatorio
4315;MONTEVIDEO -CARLOS MARIA RAMIREZ 732/734;Montevideo;Montevideo;Ambulatorio
4315;MONTEVIDEO - VERACIERTO 2489;Montevideo;Montevideo;Ambulatorio
4315;MONTEVIDEO - MERCEDES 1290;Montevideo;Montevideo;Ambulatorio
4315;SEDE SECUNDARIA COLECTIVA TOLEDO;Canelones;Toledo;Ambulatorio
4315;SEDE SECUNDARIA COLECTIVA SALINAS - RUTA INTERBALNEARIA KM. 38200;Canelones;Salinas;Ambulatorio
4315;SEDE SECUNDARIA COLECTIVA BARROS BLANCOS - RUTA 8 KM 25100;Canelones;Barros Blancos;Ambulatorio
4810;MONTEVIDEO - 8 DE OCTUBRE 4602;Montevideo;Montevideo;Ambulatorio
4810;MONTEVIDEO - CANELONES 1285;Montevideo;Montevideo;Ambulatorio
4810;MONTEVIDEO - JORGE CANNING 2363;Montevideo;Montevideo;Ambulatorio
4810;MONTEVIDEO - AVENIDA MILLAN 3588;Montevideo;Montevideo;Ambulatorio
4810;MONTEVIDEO - GARZON 243;Montevideo;Montevideo;Ambulatorio
4810;SEDE SECUNDARIA SOLYMAR - AVENIDA GIANNATTASIO KM 23800 MANZANA 55;Canelones;Solymar;Ambulatorio
4810;SEDE SECUNDARIA COLECTIVA BARROS BLANCOS - RUTA 8 KM 25100;Canelones;Barros Blancos;Ambulatorio
4810;MONTEVIDEO - MECENAS 1321;Montevideo;Montevideo;Ambulatorio
4810;SEDE SECUNDARIA COLECTIVA TOLEDO;Canelones;Toledo;Ambulatorio
4810;SEDE SECUNDARIA COLECTIVA SALINAS - RUTA INTERBALNEARIA KM. 38200;Canelones;Salinas;Ambulatorio
5012;ARTIGAS - SEDE PRINCIPAL - HECTOR VASCONCELLOS 538;Artigas;Artigas;Ambulatorio
5012;BELLA UNION - JOSE ENRIQUE RODO S/N;Artigas;Bella Unión;Ambulatorio
5012;BELLA UNION - JOSE ENRIQUE RODO S/N;Artigas;Bella Unión;Ambulatorio
5012;ARTIGAS - AMARO FERREIRA RAMOS 532;Artigas;Artigas;Ambulatorio
5012;BALTAZAR BRUM - VIVIENDAS DEL BHU;Artigas;Baltasar Brum;Ambulatorio
5163;PANDO - SANATORIO CENTRAL - BALTASAR BRUM - 1224;Canelones;Pando;Ambulatorio
5163;SAN JACINTO - AVENIDA ARTIGAS S/N;Canelones;San Jacinto;Ambulatorio
5163;LAGOMAR - POLICLINICA CIUDAD DELA COSTA - AVENIDA GIANNATTASIO KM 21200;Canelones;Lagomar;Ambulatorio
5163;LA FLORESTA - TREINTA Y TRES ENTRE MACKINON Y PLAZOLETA;Canelones;La Floresta;Ambulatorio
5163;PARQUE DEL PLATA - CALLE B S/N;Canelones;Parque del Plata;Ambulatorio
5163;MIGUES - POLICLINICA MIGUES - FELICIANO VIERA S/N;Canelones;Migues;Ambulatorio
5163;SUAREZ - JOSE PEDRO VARELA S/N;Canelones;Joaquín Suárez;Ambulatorio
5163;EMPALME OLMOS - LUIS ALBERTO DE HERRERA S/N;Canelones;Empalme Olmos;Ambulatorio
5163;ATLANTIDA - REPUBLICA DE CHILE S/N;Canelones;Atlántida;Ambulatorio
5163;BARROS BLANCOS - RUTA 8 KM 25;Canelones;Barros Blancos;Ambulatorio
5163;MONTES - RUTA 81 KM 24 Y CAMINO NACIONAL;Canelones;Montes;Ambulatorio
5163;SALINAS - POLICLINICA SALINAS - RUTA INTERBALNEARIA KM 38500;Canelones;Salinas;Ambulatorio
5163;SOCA - ZENON BURGUEÑO S/N;Canelones;Dr. Francisco Soca;Ambulatorio
5315;LAS PIEDRAS - ELLAURI 622;Canelones;Las Piedras;Ambulatorio
5315;LA PAZ - JOSE ENRIQUE RODO 346;Canelones;La Paz;Ambulatorio
5315;LAS PIEDRAS - SEDE PRINCIPAL - PILAR CABRERA 617;Canelones;Las Piedras;Ambulatorio
5315;TALA - AVENIDA GENERAL ARTIGAS S/N;Canelones;Tala;Ambulatorio
5315;SAUCE - CARMELO GONZALEZ 2021;Canelones;Sauce;Ambulatorio
5315;CANELON CHICO - RUTA 67 KM 30;Canelones;Canelon Chico;Ambulatorio
5315;VILLA NUEVA - RUTA 36 KM 31.500;Canelones;Villa Nueva;Ambulatorio
5315;SAN BAUTISTA - TREINTA Y TRES S/N;Canelones;San Bautista;Ambulatorio
5315;SAN RAMON - EMILIO CISNEROS 2693;Canelones;San Ramón;Ambulatorio
5315;PROGRESO - AVENIDA ARTIGAS S/N;Canelones;Progreso;Ambulatorio
5517;CANELONES - SANATORIO 1 - JOSE BATLLE Y ORDOÑEZ 136;Canelones;Canelones;Ambulatorio
5517;CANELONES - TREINTA Y TRES 127-129;Canelones;Canelones;Ambulatorio
5517;SANTA LUCIA - POLICLINICA SANTA LUCIA - LEGNANI 277;Canelones;Santa Lucía;Ambulatorio
5517;JUANICO - POLICLINICA JUANICO - RUTA 5 KM 38;Canelones;Juanicó;Ambulatorio
5517;PROGRESO - POLICLINICA CUATRO PIEDRAS - RUTA 5 - KM. 30;Canelones;Progreso;Ambulatorio
5517;SAN ANTONIO - POLICLINICA SAN ANTONIO - MONTEVIDEO S/N;Canelones;San Antonio;Ambulatorio
5517;SANTA ROSA - POLICLINICA SANTA ROSA - AVENIDA TOMAS BERRETA S/N;Canelones;Santa Rosa;Ambulatorio
5517;SAN RAMON - POLICLINICA SAN RAMON - JOSE ENRIQUE RODO S/N;Canelones;San Ramón;Ambulatorio
5517;SAN BAUTISTA - POLICLINICA SAN BAUTISTA - LUIS ALBERTO DE HERRERA S/N;Canelones;San Bautista;Ambulatorio
5517;CERRILLOS - POLICLINICA LOS CERRILLOS - MAXIMO TALES S/N;Canelones;Cerrillos;Ambulatorio
5517;TALA - POLICLINICA TALA - FLORIDA S/N;Canelones;Tala;Ambulatorio
5517;CANELONES - ANEXO - TREINTA Y TRES 183;Canelones;Canelones;Ambulatorio
5810;RIO BRANCO - ZOILO PEREIRA CASI VIRREY ARREDONDO;Cerro Largo;Río Branco;Ambulatorio
5810;MELO - JOSE PEDRO VARELA 623;Cerro Largo;Melo;Ambulatorio
5810;FRAILE MUERTO - MANUEL ARTUCCIO 699;Cerro Largo;Fraile Muerto;Ambulatorio
5810;ISIDORO NOBILA - RUTA 8 KM 545;Cerro Largo;Isidoro Noblía;Ambulatorio
5810;ACEGUA - RUTA 8 KM 457 VIVIENDA 1208;Cerro Largo;Aceguá;Ambulatorio
5810;TUPAMBAE - CONTINUACIÓN RUTA 7 Y AVENIDA GENERAL ARTIGAS;Cerro Largo;Tupambaé;Ambulatorio
5810;SANTA CLARA - 25 DE AGOSTO S/N;Treinta y Tres;Santa Clara de Olimar;Ambulatorio
5810;MELO - SANATORIO MELO - AGUSTIN DE LA ROSA 576;Cerro Largo;Melo;Ambulatorio
5810;MELO - SANATORIO 2 - DURAZNO 660 (EX COMECEL);Cerro Largo;Melo;Ambulatorio
6012;ROSARIO - SEDE PRINCIPAL - ITUZAINGO S/N;Colonia;Rosario;Ambulatorio
6012;FLORENCIO SANCHEZ - 18 DE JULIO S/N;Colonia;Florencio Sánchez;Ambulatorio
6012;JUAN LACAZE - DOCTOR VACHELLI S/N;Colonia;Juan Lacaze;Ambulatorio
6012;COLONIA MIGUELETE - JOSE PEDRO VARELA S/N;Colonia;Miguelete;Ambulatorio
6012;TARARIRAS - General Artigas 2947;Colonia;Tarariras;Ambulatorio
6012;NUEVA HELVECIA - LUIS DREYER 1172;Colonia;Nueva Helvecia;Ambulatorio
6012;COLONIA VALDENSE - 11 DE JUNIO 1174;Colonia;Colonia Valdense;Ambulatorio
6012;LA PAZ - GENERAL ARTIGAS S/N;Colonia;La Paz;Ambulatorio
6012;COLONIA - ALBERTO MENDEZ 170;Colonia;Colonia del Sacramento;Ambulatorio
6012;COLONIA - POLICLINICA EL GENERAL - FERNANDO CARABALLO 2286;Colonia;Colonia del Sacramento;Ambulatorio
6012;COLONIA - POLICLINICA REAL DE SAN CARLOS - AVENIDA CORONEL LORENZO LATORRE S/N;Colonia;Colonia del Sacramento;Ambulatorio
6012;COLONIA DEL SACRAMENTO - LUIS ALBERTO DE HERRERA S/N;Colonia;Colonia del Sacramento;Ambulatorio
6062;CARMELO - ZORRILLA DE SAN MARTIN 541;Colonia;Carmelo;Ambulatorio
6062;CARMELO - SEDE PRINCIPAL - ZORRILLA DE SAN MARTIN 683;Colonia;Carmelo;Ambulatorio
6062;CARMELO - URUGUAY 521;Colonia;Colonia del Sacramento;Ambulatorio
6062;NUEVA PALMIRA - D J MURGUIA 1231;Colonia;Nueva Palmira;Ambulatorio
6062;OMBUES DE LAVALLE - ESTEBAN ROCHON 980;Colonia;Ombúes de Lavalle;Ambulatorio
6062;CONCHILLAS - DOCTOR MUCHADA S/N;Colonia;Conchillas;Ambulatorio
6062;CARMELO - URUGUAY 543;Colonia;Carmelo;Ambulatorio
6416;DURAZNO - 19 DE ABRIL 972;Durazno;Durazno;Ambulatorio
6416;DURAZNO - 19 DE ABRIL 972;Durazno;Durazno;Ambulatorio
6416;VILLA DEL CARMEN - FRANCISCO SASTRE S/N;Durazno;Carmen;Ambulatorio
6416;SARANDI DE YI - AVENIDA PETRINI 445;Durazno;Sarandí del Yí;Ambulatorio
6416;SAN JORGE - FINAL RUTA 100;Durazno;San Jorge;Ambulatorio
6416;LA PALOMA - DE GALARZA S/N;Durazno;La Paloma;Ambulatorio
6416;BLANQUILLO - CALLE 2 S/N;Durazno;Blanquillo;Ambulatorio
6416;CARLOS REYLES - RIVERA S/N;Durazno;Carlos Reyles;Ambulatorio
6416;DURAZNO - SANATORIO - 18 DE JULIO 720;Durazno;Durazno;Ambulatorio
6517;TRINIDAD - RIVERA 614;Flores;Trinidad;Ambulatorio
6517;TRINIDAD - FRAY UBEDA 647;Flores;Trinidad;Ambulatorio
6517;LA CASILLA - MEVIR VIVIENDA 12889;Flores;La Casilla;Ambulatorio
6618;NICO PEREZ - RIO DE LA PLATA S/N;Florida;Nico Pérez;Ambulatorio
6618;CARDAL - LAVALLEJA 1014;Florida;Cardal;Ambulatorio
6618;POLICLINICA SARANDI GRANDE - E F DE MOLINA 856;Florida;Sarandí Grande;Ambulatorio
6618;CAPILLA DEL SAUCE - AVENIDA CENTENARIO S/N;Florida;Capilla del Sauce;Ambulatorio
6618;CHAMIZO - 18 DE JULIO S/N;Florida;Chamizo;Ambulatorio
6618;MENDOZA - ANGEL VALERIO S/N;Florida;Mendoza;Ambulatorio
6618;CERRO COLORADO - RUTA 7 KM 142.500;Florida;Cerro Colorado;Ambulatorio
6618;MENDOZA CHICO - RUTA 5 KM 59;Florida;Mendoza Chico;Ambulatorio
6618;FRAY MARCOS - GENERAL ARTIGAS 923;Florida;Fray Marcos;Ambulatorio
6618;LA CRUZ - GENERAL ARTIGAS S/N;Florida;La Cruz;Ambulatorio
6618;CASUPA - BATLLE Y ORDOÑEZ 1059;Florida;Casupá;Ambulatorio
6618;VEINTICINCO DE AGOSTO - BRUNO MAS S/N;Florida;Veinticinco de Agosto;Ambulatorio
6618;FLORIDA - LUIS ALBERTO DE HERRERA 319;Florida;Florida;Ambulatorio
6618;FLORIDA - SEDE PRINCIPAL - ANTONIO MARIA FERNANDEZ 492;Florida;Florida;Ambulatorio
6769;MINAS - DIAGONAL ORIBE S/N;Lavalleja;Minas;Ambulatorio
6769;MINAS - ESPAÑA S/N;Lavalleja;Minas;Ambulatorio
6769;MINAS - CHICO CARLO S/N;Lavalleja;Minas;Ambulatorio
6769;MARISCALA - AVENIDA ARTIGAS S/N;Lavalleja;Mariscala;Ambulatorio
6769;JOSE PEDRO VARELA - LAVALLEJA S/N;Lavalleja;José Pedro Varela;Ambulatorio
6769;JOSE BATLLE Y ORDOÑEZ - CIANORELLI S/N;Lavalleja;José Batlle y Ordóñez;Ambulatorio
6769;MINAS - ROOSVELT 858;Lavalleja;Minas;Ambulatorio
6769;PIRARAJA - OLMOS ENTRE GERONA Y 18 DE JULIO;Lavalleja;Pirarajá;Ambulatorio
6769;ZAPICAN - 25 DE AGOSTO S/N;Lavalleja;Zapicán;Ambulatorio
6769;SOLIS DE MATAOJO - FABINI 892;Lavalleja;Solís de Mataojo;Ambulatorio
6860;SAN CARLOS - SANATORIO SAN CARLOS - AVENIDA ANDRES CEBERIO 649;Maldonado;San Carlos;Ambulatorio
6860;PUNTA DEL ESTE - SANATORIO CANTEGRIL - AVENIDA ROOSVELT PARADA 13;Maldonado;Punta del Este;Ambulatorio
6860;PIRIAPOLIS - POLICLINICA PIRIAPOLIS - TUCUMAN 1073;Maldonado;Piriápolis;Ambulatorio
6860;AIGUA - POLICLINICA AIGUA - EMA NUÑEZ DE GUTIERREZ ENTRE AVENIDA ARTIGAS Y MARGARITA MUÑIZ;Maldonado;Aiguá;Ambulatorio
6860;PAN DE AZUCAR - POLICLINICA PAN DE AZUCAR - AVENIDA ARTIGAS 475;Maldonado;Pan de Azúcar;Ambulatorio
6860;MALDONADO - POLICLINICA LUSSICH - CALLE 1 Y 5 BARRIO ANDALUCIA DE MELGAR;Maldonado;Maldonado;Ambulatorio
6860;LA BARRA - POLICLINICA LA BARRA - CALLE LOS DESTINOS S/N;Maldonado;La Barra;Ambulatorio
6860;MALDONADO - POLICLINICA NORTE - CAMINO DE LOS GAUCHOS S/N;Maldonado;Maldonado;Ambulatorio
6860;GREGORIO AZNAREZ - POLICLINICA GREGORIO AZNARES - CALLE MARZO VIVIENDA 21 INVE;Maldonado;Gregorio Aznárez;Ambulatorio
6860;MALDONADO - AVENIDA ACUÑA DE FIGUEROA S/N;Maldonado;Maldonado;Ambulatorio
6860;MALDONADO - POLICLINICA LOUVRE - LOUVRE S/N;Maldonado;Maldonado;Ambulatorio
6860;MALDONADO - BURNET S/N;Maldonado;Maldonado;Ambulatorio
6985;SAN CARLOS - 18 DE JULIO 1071;Maldonado;San Carlos;Ambulatorio
6985;MALDONADO - AVENIDA ROOSVELT S/N;Maldonado;Maldonado;Ambulatorio
6985;PAN DE AZUCAR - GENERAL RIVERA 794;Maldonado;Pan de Azúcar;Ambulatorio
6985;AIGUA - GENERAL ARTIGAS 709;Maldonado;Aiguá;Ambulatorio
6985;POLICLINICA PIRIAPOLIS - AVENIDA ARTIGAS S/N;Maldonado;Piriápolis;Ambulatorio
6985;MALDONADO - PERNAMBUCO S/N;Maldonado;Maldonado;Ambulatorio
7062;PAYSANDU - COLON 1224;Paysandú;Paysandú;Ambulatorio
7062;PAYSANDU - FLORIDA 925;Paysandú;Paysandú;Ambulatorio
7062;QUEBRACHO - MACARIO GARCIA S/N;Paysandú;Quebracho;Ambulatorio
7062;GUICHON - 25 DE AGOSTO 321;Paysandú;Guichón;Ambulatorio
7214;FRAY BENTOS - SEDE PRINCIPAL - RINCON 1051;Río Negro;Fray Bentos;Ambulatorio
7214;POLICLINICO NUEVO BERLIN - VILLA NUEVO BERLIN - 18 DE JULIO 56;Río Negro;Nuevo Berlín;Ambulatorio
7264;YOUNG - SEDE CENTRAL - 25 DE AGOSTO 3450;Río Negro;Young;Ambulatorio
7466;RIVERA - SEDE PRINCIPIAL - FAUSTINO CARAMBULA 1181;Rivera;Rivera;Ambulatorio
7466;MINAS DE CORRALES - POLICLINICA MINAS DE CORRALES - DOCTOR DAVINSON S/N;Rivera;Minas de Corrales;Ambulatorio
7466;RIVERA - ITUZAINGO 521;Rivera;Rivera;Ambulatorio
7466;RIVERA - POLICLINICA RIVERA CHICO - AVENIDA CUARO 512;Rivera;Rivera;Ambulatorio
7466;TRANQUERAS - POLICLINICA TRANQUERAS - INDEPENDENCIA 538;Rivera;Tranqueras;Ambulatorio
7466;VICHADERO - POLICLINICA VICHADERO - BULEVAR ARTIGAS S/N;Rivera;Vichadero;Ambulatorio
7466;RIVERA - AVENIDA 1825 512;Rivera;Rivera;Ambulatorio
7466;RIVERA - ITUZAINGO 471;Rivera;Rivera;Ambulatorio
7466;RIVERA - FAUSTINO CARAMBULA 1176;Rivera;Rivera;Ambulatorio
7553;ARTIGAS - TOMAS BERRETA 640;Artigas;Artigas;Ambulatorio
7553;RIVERA - JOSE PEDRO VARELA 640;Rivera;Rivera;Ambulatorio
7553;MINAS DE CORRALES - GENERAL ARTIGAS S/N;Rivera;Minas de Corrales;Ambulatorio
7553;RIVERA - SARANDI 651;Rivera;Rivera;Ambulatorio
7553;TRANQUERAS - BRASIL 320;Rivera;Tranqueras;Ambulatorio
7553;VICHADERO - BULEVAR ARTIGAS 191;Rivera;Vichadero;Ambulatorio
7553;RIVERA - ITUZAINGO 725;Rivera;Rivera;Ambulatorio
7553;RIVERA - SEDE PRINCIPAL - ANSINA 639;Rivera;Rivera;Ambulatorio
7618;ROCHA - SANATORIO DEL ESTE - GENERAL ARTIGAS 254;Rocha;Rocha;Ambulatorio
7618;LA PALOMA - AVENIDA SOLARI S/N;Rocha;La Paloma;Ambulatorio
7618;BARRA DEL CHUY - CALLE PUBLICA PARADA 10 S/N;Rocha;Barra del Chuy;Ambulatorio
7618;LASCANO - MISIONES 1190;Rocha;Lascano;Ambulatorio
7618;CASTILLOS - FORMOSO 1234;Rocha;Castillos;Ambulatorio
7618;VELAZQUEZ - GENERAL ARTIGAS S/N;Rocha;Velázquez;Ambulatorio
7618;CEBOLLATI - SAN LUIS S/N;Rocha;Cebollatí;Ambulatorio
7618;SAN LUIS AL MEDIO - CALLE PUBLICA S/N;Rocha;San Luis al Medio;Ambulatorio
7618;18 DE JULIO - GENERAL ARTIGAS 46;Rocha;18 de Julio;Ambulatorio
7618;LA CORONILLA - LAS MARGARITAS S/N;Rocha;La Coronilla;Ambulatorio
7618;CHUY - BERNARDO VENTURA 517;Rocha;Chuy;Ambulatorio
7719;BELEN - DOCTOR CARLOS ALBREZ SANCHEZ 637;Salto;Belén;Ambulatorio
7719;CONSTITUCION - 25 DE AGOSTO 1193;Salto;Constitución;Ambulatorio
7719;TERMAS DEL DAYMAN - ACCESO A TERMAS DEL DAYMAN KM 487;Salto;Termas del Daymán;Ambulatorio
7719;SALTO - INDEPENDENCIA S/N;Salto;Salto;Ambulatorio
7719;SALTO - URUGUAY 1699;Salto;Salto;Ambulatorio
7719;SALTO - ARTIGAS 937;Salto;Salto;Ambulatorio
7719;TERMAS DEL ARAPEY - ACCESO A TERMAS DEL ARAPEY KM 548;Salto;Termas del Arapey;Ambulatorio
7719;SALTO - POLICLINICA UBA3 - LORENZO LATORRE;Salto;Salto;Ambulatorio
7719;SALTO - URUGUAY 926;Salto;Salto;Ambulatorio
7719;SALTO - ARTIGAS 917-935;Salto;Salto;Ambulatorio
7810;ECILDA PAULLIER - BONAVITA S/N;San José;Ecilda Paullier;Ambulatorio
7810;SAN JOSE DE MAYO - TREINTA Y TRES 621;San José;San José de Mayo;Ambulatorio
7810;SAN JOSE DE MAYO - JULIAN BECERRO DE BENGOA 462;San José;San José de Mayo;Ambulatorio
7810;LIBERTAD - FILIAL LIBERTAD - GENERAL ARTIGAS 1102;San José;Libertad;Ambulatorio
7810;DELTA DEL TIGRE - AVENIDA DELTA DEL TIGRES S/N;San José;Delta del Tigre y Villas;Ambulatorio
7810;CAPURRO - RUTA 11 KM 77;San José;Capurro;Ambulatorio
7810;KIYU - CONSULTORIO KIYU - BIGUA S/N;San José;Kiyú - Ordeig;Ambulatorio
7810;VILLA RODRIGUEZ - FILIAL VILLA RODRGUEZ - LEON JUDE 1039;San José;Rodríguez;Ambulatorio
7810;CIUDAD DEL PLATA - FILIAL CIUDAD DEL PLATA -  RUTA 1 NUEVA;San José;Ciudad del Plata;Ambulatorio
7810;PUNTAS DE VALDEZ - RUTA 1 VIEJA KM 61;San José;Puntas de Valdez;Ambulatorio
7810;RAFAEL PERAZZA - FILIAL RAFEAL PERAZA - RUTA 1 KM 72;San José;Rafael Perazza;Ambulatorio
7810;SAN JOSE DE MAYO - TREINTA Y TRES 634;San José;San José de Mayo;Ambulatorio
7810;RODRIGUEZ - SANTIAGO RODRIGUEZ S/N;San José;Rodríguez;Ambulatorio
7810;SAN JOSE DE MAYO - TREINTA Y TRES 644;San José;San José de Mayo;Ambulatorio
8012;MERCEDES - SANATORIO - EDUARDO VICTOR HAEDO 381;Soriano;Mercedes;Ambulatorio
8012;MERCEDES - ARTIGAS 223;Soriano;Mercedes;Ambulatorio
8012;DOLORES - RODO 1502;Soriano;Dolores;Ambulatorio
8012;DOLORES - PUIG 1480;Soriano;Dolores;Ambulatorio
8012;PALMITAS - VICENTE ORCOYEN S/N;Soriano;Palmitas;Ambulatorio
8012;JOSE ENRIQUE RODO - 25 DE AGOSTO S/N;Soriano;José Enrique Rodó;Ambulatorio
8012;PALMAR - AVENIDA BRASIL S/N;Soriano;Palmar;Ambulatorio
8012;CAÑADA NIETO - INMIGRANTES VALDENSE S/N;Soriano;Cañada Nieto;Ambulatorio
8012;AGRACIADA - GENERAL ARTIGAS S/N;Soriano;Agraciada;Ambulatorio
8012;MERCEDES - SANATORIO - EDUARDO VICTOR HAEDO 381;Soriano;Mercedes;Ambulatorio
8012;MERCEDES - FLORENCIO SANCHEZ 623;Soriano;Mercedes;Ambulatorio
8012;DOLORES - RODO 1502;Soriano;Dolores;Ambulatorio
8012;DOLORES - PUIG 1480;Soriano;Dolores;Ambulatorio
8012;DOLORES - ASENCIO S/N;Soriano;Dolores;Ambulatorio
8012;CARDONA - BULEVAR CARDONA 1273;Soriano;Cardona;Ambulatorio
8012;MERCEDES - 18 DE JULIO 383;Soriano;Mercedes;Ambulatorio
8012;DOLORES - CARLOS P PUIG 1505;Soriano;Dolores;Ambulatorio
8163;TACUAREMBO - 25 DE MAYO 324;Tacuarembó;Tacuarembó;Ambulatorio
8163;TACURAMEBO - 18 DE JULIO 318;Tacuarembó;Tacuarembó;Ambulatorio
8163;PASO DE LOS TOROS - BULEVAR ARTIGAS 357;Tacuarembó;Paso de los Toros;Ambulatorio
8163;PASO DE LOS TOROS - BULEVAR ARTIGAS 357;Tacuarembó;Paso de los Toros;Ambulatorio
8163;LAS TOSCAS - RUTA 26 KM 348;Tacuarembó;Las Toscas;Ambulatorio
8163;SAN GREGORIO DE POLANCO - GENERAL ARTIGAS 134;Tacuarembó;San Gregorio de Polanco;Ambulatorio
8163;TACURAMEBO - 18 DE JULIO 318;Tacuarembó;Tacuarembó;Ambulatorio
8163;TAMBORES - RUTA 26 KM 198 ALIPIO FERREIRA S/N;Tacuarembó;Tambores;Ambulatorio
8163;VILLA ANSINA - RUTA 26 KM 289 CALLE 2 S/N;Tacuarembó;Ansina;Ambulatorio
8163;TACUAREMBO - MARIA OLIMPIA PINTOS 160;Tacuarembó;Tacuarembó;Ambulatorio
8163;PASO DE LOS TOROS - BULEVAR ARTIGAS 357;Tacuarembó;Paso de los Toros;Ambulatorio
8163;PASO DE LOS TOROS - BULEVAR ARTIGAS 357;Tacuarembó;Paso de los Toros;Ambulatorio
8220;TREINTA Y TRES - JUAN ANTONIO LAVALLEJA 315;Treinta y Tres;Treinta y Tres;Ambulatorio
8220;SANTA CLARA DEL OLIMAR - 25 DE AGOSTO S/N;Treinta y Tres;Santa Clara de Olimar;Ambulatorio
8220;JOSE PEDRO VARELA - LAVALLEJA 577;Lavalleja;José Pedro Varela;Ambulatorio
8220;VERGARA - JOAQUIN SUAREZ S/N;Treinta y Tres;Vergara;Ambulatorio
8264;TREINTA Y TRES - SIMON DEL PINO 1366;Treinta y Tres;Treinta y Tres;Ambulatorio
8264;CERRO CHATO - JULIO ALBERTO GODAY S/N;Treinta y Tres;Cerro Chato;Ambulatorio
8264;JOSE PEDRO VARELA - SEDE SECUNDARIA - SORIANO S/N;Lavalleja;José Pedro Varela;Ambulatorio
8264;SANTA CLARA DEL OLIMAR - 25 DE AGOSTO S/N;Treinta y Tres;Santa Clara de Olimar;Ambulatorio
8264;VERGARA - MARCELO BARRETO S/N;Treinta y Tres;Vergara;Ambulatorio
8264;LA CHARQUEADA - CORONEL LEONARDO OLIVERA S/N;Treinta y Tres;La Charqueada;Ambulatorio
9000;Centro Departamental de Artigas - Eduardo M Castro s/n;ARTIGAS;Artigas;Centro de Salud
9000;Centro de Salud de Artigas - 18 de Julio 237;ARTIGAS;Artigas;Centro de Salud
9000;Policlínica Baltasar Brum - Calle José Batlle y Ordoñez y Calle Dr. Errandonea;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Tomás Gomensoro - Calle Independencia S/N;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Bernabé Rivera - Calle Hipólito Ipar esquina Calle Pedro de Bazán;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Sequeira - Ruta 4 km. 126;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Cerro Ejido - Calle Senda de Paso ;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Vitopa  Grupo Habitacional Cuareim ;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Aparicio Saravia;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica 19 de Junio - Andrés Cheveste y Carlos María Ramírez;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Ayui  - Emilio Mello y Perichón;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Fabini - Olimar esq. Queguay;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Catala - Santiago Montes y Juan B. Torres ;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Pintadito - 4 de Abril 14 ;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Barrio Sur - Alba Roballo 1410;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Cobazo  Carmelo - Colman 146 ;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Las Flores - Gral. Flores 47 ;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica San Miguel - Bernardina Fragoso de Rivera esq. Río Branco;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Rincón de Pacheco;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Paguero ;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Cuaró - Estación Cuaro;ARTIGAS;Artigas;Ambulatorio
9000;Policlínica Campamento -  Ruta 3 Andrés Artigas Km 47.0 ;ARTIGAS;Artigas;Ambulatorio
