id,Direccion,Departamento,localidad,nivel,Servicio de Urgencia,Alergista,Anestesiología,Cardiología,Cirugía,Cirugía Reparadora,Cirugía Vascular,Deportología,Dermatología,Endocrinolgía,Fisiatría,Gastroenterología,Geriatría,Ginecología,Hematología,Infectología,Medicina General,Medicina Interna,Medicina Intensiva,Nefrología,Neonatología,Neumología,Neurocirugía,Neurología,Neuropediatría,Odontología,Oncología,Otorrinolaringología,Pediatría,Psiquiatría,Psiquiatría Infantil,Reumatología,Traumatología,Urología
1062,Montevideo - Belvedere - Carlos Maria Ramirez 120,Montevideo,Montevideo,Ambulatorio,no,no,no,si,si,no,no,no,si,si,no,no,no,si,no,no,si,no,no,no,no,no,no,si,no,si,no,si,si,si,si,si,si,si
1062,Montevideo - Canelones 1680,Montevideo,Montevideo,Ambulatorio,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no
1062,Montevideo - Colon - Lezica 5704,Montevideo,Montevideo,Ambulatorio,no,si,no,si,si,no,no,no,si,si,si,no,si,si,no,no,si,no,no,no,no,no,no,si,no,no,no,si,si,si,si,si,no,si
1062,Montevideo - Magallanes 1217,Montevideo,Montevideo,Ambulatorio,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no
1062,Montevideo - Paso De La Arena - Batlle Berres 6580,Montevideo,Montevideo,Ambulatorio,no,no,no,no,si,no,no,no,si,no,no,no,no,si,no,no,si,no,no,no,no,no,no,si,no,no,no,si,si,si,no,no,no,no
1062,Bulevar Artigas 2120,Montevideo,Montevideo,Ambulatorio,si,si,si,si,si,si,si,no,si,no,si,si,no,si,si,si,si,si,si,si,si,no,si,si,si,si,si,si,si,si,si,no,si,si
1062,Minas 1250,Montevideo,Montevideo,Sede Central,si,si,si,si,si,si,si,si,si,si,si,si,si,si,si,si,si,si,no,si,si,si,si,si,si,si,si,si,si,si,si,si,si,si
1062,18 De Julio 1326,Colonia,Nueva Helvecia,Ambulatorio,si,no,no,si,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no
1062,El Exodo S/N,Colonia,Ombués de Lavalle,Ambulatorio,si,no,no,si,si,no,no,si,no,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no
1062,Sede Secundaria Aguas Corrientes - 18 De Julio S/N -,Canelones,Aguas Corrientes,Sede Secundaria,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1062,Calle 4 4528,Canelones,Atlántida,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,si,no,no,si,no,no,si,no,no,no,no,no,no,no,no,si,no,si,si,si,si,si,no,si
1062,Ruta 8 Km. 26500,Canelones,Barros Blancos,Sede Secundaria,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1062,Batlle Y Ordoñez 516,Canelones,Canelones,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,no,si,no,si,no,no,si,no,no,no,no,no,no,si,no,si,no,si,si,si,no,si,si,si
1062,Ruta 1 Km. 31900,San José,Ciudad del Plata,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,no,no,no,si,no,no,si,no,no,no,no,no,no,si,no,si,no,si,si,si,no,si,si,si
1062,Sede Colectiva Toledo Sabino Alvarea - Avenida De La Estacion,Canelones,Toledo,Sede Secundaria,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1062,Jose Artigas S/N,Colonia,Colonia Miguelete,Sede Secundaria,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1062,Ruta 101 Km 22.500,Canelones,Colonia Nicolich,Sede Secundaria,si,no,no,si,no,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,si,no,no,si,no,no,no,no,no
1062,Jose Salvo 212,Colonia,Juan Lacaze,Sede Secundaria,si,no,si,si,si,si,no,no,si,si,si,si,si,si,si,no,si,si,no,no,no,no,no,si,si,si,si,si,si,si,si,si,si,si
1062,Avenida Artigas 265,Canelones,La Paz,Sede Secundaria,si,no,no,si,no,no,no,no,si,si,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,si,no,si,si,si,no,no,no,no
1062,Ruta Interbalnearia Km. 22.500,Canelones,Lagomar,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,si,si,no,si,no,no,si,no,no,no,no,no,no,si,no,si,no,si,si,si,si,si,si,si
1062,Batlle Y Ordoñez 583,Canelones,Las Piedras,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,si,no,si,si,no,no,si,no,no,no,no,no,no,si,no,si,no,si,si,si,si,si,si,si
1062,Artigas 872,San José,Libertad,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,si,no,no,si,no,no,si,no,no,no,no,no,no,si,no,si,no,si,si,si,si,si,si,si
1062,Camino Carrasco 398,Canelones,Paso Carrasco,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,no,no,no,si,no,no,si,no,no,no,no,no,no,si,no,si,no,si,si,si,no,no,no,no
1062,Sede Secundaria Punta Del Este - Bulevar Artigas S/N,Maldonado,Punta del Este,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,no,no,no,si,no,no,si,no,no,no,no,no,no,si,no,si,no,si,si,si,no,no,no,no
1062,Sede Secundaria Rosario - Rincon 291,Colonia,Rosario,Sede Secundaria,si,no,no,si,no,no,no,no,si,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,si,no,si,si,si,no,no,no,no
1062,Sede Secundaria Salinas - Ruta Interbalnearia Km. 38.400,Canelones,Salinas,Sede Secundaria,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,si,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
1062,Sede Secundaria San Bautista - Luis Alberto De Herrera S/N,Canelones,San Bautista,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,no,no,no,si,no,no,si,no,no,no,no,no,no,si,no,si,no,si,si,si,no,no,no,no
1062,Sede Secundaria San Jose - Artigas 338,Canelones,San Jose,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,si,no,no,si,no,no,si,no,no,no,no,no,no,si,no,si,no,si,si,si,no,no,si,si
1062,Sede Secundaria San Ramon - 18 De Julio 2635,Canelones,San Ramon,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,si,no,si,si,si,no,no,no,no
1062,Sede Secundaria Santa Lucia - Republica Argentina,Canelones,Santa Lucia,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,no,no,si,si,no,no,si,no,no,no,no,no,no,si,no,si,no,si,si,si,si,no,si,si
1062,Sede Secundaria Santa Rosa - Baltasar Brum S/N,Canelones,Santa Rosa,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,si,no,no,si,no,no,si,no,no,no,no,no,no,no,no,si,no,si,si,si,no,no,no,no
1062,Sede Secundaria Sarandi Grande - Fontes De Arrillaga 867,Florida,Sarandi Grande,Sede Secundaria,si,no,no,si,si,no,no,no,si,no,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,si,no,si,si,no,no,no,no,no
1062,Sede Secundaria Tala - General Artigas S/N,Canelones,Tala,Sede Secundaria,si,no,no,si,si,no,no,no,si,si,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,si,no,si,si,si,no,no,no,no
1062,Sede Secundaria Tarariras - Bartolome Bacigalupi 2224,Colonia,Tarariras,Sede Secundaria,si,no,no,si,no,no,no,no,si,si,no,no,no,si,no,no,si,no,no,no,no,no,no,no,no,si,no,si,si,si,no,si,no,no
1163,La Paz-Policlinica La Paz-Jose Enrique Rodo S/N,Canelones,La Paz,Sede Secundaria,No,No,No,Si,No,N0,No,N0,No,No,No,No,No,Si,No,N0,Si,No,No,No,No,No,No,No,N0,No,No,Si,No,No,No,No,No,
1163,Montevideo - Policlinica Agreciada - Avenida Agreciada 3248,Montevideo,Montevideo,Ambulatorio,No,Si,Si,Si,Si,Si,N0,No,Si,Si,Si,Si,No,Si,No,Si,Si,Si,No,Si,Si,No,No,Si,Si,No,Si,Si,Si,No,Si,Si,Si,
1163,Montevideo - Policlinica Centro - Bulevar Artigas 2173,Montevideo,Montevideo,Ambulatorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Montevideo - Policlinica Cerro - Viacaba 1680,Montevideo,Montevideo,Ambulatorio,No,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,
1163,Montevideo - Policlinica Lezica - Avenida Lezica 5679,Montevideo,Montevideo,Sede Central,Si,No,Si,Si,Si,No,No,No,Si,Si,Si,Si,No,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,
1163,Montevideo - Policlinica Paso De La Arena - Luis Batlle Berres 6651,Montevideo,Montevideo,Ambulatorio,Si,No,No,Si,Si,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,Si,No,No,No,No,Si,No,No,Si,Si,No,No,No,No,
1163,Montevideo - Sanatorio Colon - Avenida Lezica 5710,Montevideo,Montevideo,Ambulatorio,Si,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1163,Montevideo - Universal - Hospital Italiano - Bulevar Artigas 1632,Montevideo,Montevideo,Ambulatorio,No,No,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,
1163,Policlinica Las Piedras - General Flores 669,Canelones,Las Piedras,Sede Secundaria,No,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,SI,Si,No,No,No,No,
1163,Rural - Policlinica Melilla - Camino De La Redencion 9990,Montevideo,,Ambulatorio,No,N0,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,
1163,Policlinica Toledo -RUTA 6 Km 23,Canelones,Toledo,Sede Secundaria,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,
1210,Lagomar - Avenida Giannattasio Km 21500,Canelones,Lagomar,Sede Secundaria,NO,NO,NO,SI,SI,NO,NO,NO,NO,NO,SI,SI,NO,SI,NO,NO,SI,SI,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,SI,SI,NO,NO,NO,SI
1210,Montevideo - 21 De Setiembre 2387,Montevideo,Montevideo,Ambulatorio,NO,NO,NO,SI,SI,SI,SI,NO,SI,SI,SI,Si,NO,SI,NO,NO,NO,SI,NO,Si,SI,SI,SI,NO,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI
1210,Montevideo - Avenida Italia 2603,Montevideo,Montevideo,Ambulatorio,NO,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,NO,NO,NO,SI,SI,SI,SI,NO,SI
1210,Montevideo - Avenida Italia 4206,Montevideo,Montevideo,Ambulatorio,NO,SI,SI,SI,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI,SI,SI,SI,NO,NO,SI,SI,NO,SI,SI,NO,NO,SI,SI,SI,SI,SI,SI,SI
1210,Montevideo - Cataluña 3137,Montevideo,Montevideo,Ambulatorio,NO,NO,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,SI,SI,SI,SI,SI,NO,NO,NO,NO,SI,SI,SI,SI,NO,NO
1210,Dr. Gaston Ramon 2322,Montevideo,Montevideo,Ambulatorio,NO,NO,NO,SI,NO,NO,NO,NO,SI,SI,SI,SI,NO,SI,NO,SI,SI,SI,NO,NO,NO,SI,NO,SI,NO,NO,SI,NO,SI,SI,SI,SI,SI,SI
1210,Montevideo - Bulevar Artigas 1283,Montevideo,Montevideo,Sede Central,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,8 De Octubre 2870,Montevideo,Montevideo,Sede Central,Si,No,Si,Si,Si,Si,Si,No,No,Si,No,No,No,No,No,No,SI,Si,No,No,Si,Si,No,No,Si,Si,No,No,Si,No,No,No,Si,No
2315,8 De Octubre Anexo,Montevideo,Montevideo,Ambulatorio,Si,Si,Si,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,No,Si,No,Si,No,Si,No,Si,No,Si,No,Si,Si,Si,No,Si
2315,Paso Carrasco,Canelones,Paso Carrasco,Sede Secundaria,Si,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,Si,No
2315,Pando,Canelones,Pando,Sede Secundaria,Si,No,No,Si,Si,No,No,No,Si,No,No,No,No,Si,No,No,SI,No,No,No,No,No,No,No,No,Si,No,Si,Si,Si,No,No,Si,No
2315,Empalme Olmos,Canelones,Empalme Olmos,Sede Secundaria,Si,No,No,Si,Si,No,No,No,Si,No,No,No,No,Si,No,No,SI,No,No,Si,No,No,No,No,No,Si,No,Si,Si,Si,No,No,Si,No
2315,Ciudad Del Plata,San Jose,Ciudad del Plata,Sede Secundaria,Si,No,No,Si,Si,No,No,No,Si,No,No,No,No,Si,No,No,SI,No,No,No,No,No,No,No,No,Si,No,Si,Si,Si,No,No,Si,No
3567,Camino Carrasco 4680,Montevideo,Montevideo,Ambulatorio,,,no,si,no,no,no,no,si,si,si,no,si,si,no,no,si,no,no,no,no,no,no,si,no,no,no,si,si,si,no,no,si,no
3567,Montevideo - Avenida Garzon 1907,Montevideo,Montevideo,Ambulatorio,,,si,si,si,no,no,no,si,si,si,no,si,si,no,no,si,si,no,no,no,no,no,si,si,si,no,si,si,si,no,no,si,si
3567,Montevideo - Belloni 4918,Montevideo,Montevideo,Ambulatorio,,,si,si,si,no,no,no,si,si,si,si,no,si,no,no,si,no,no,no,no,no,no,NO,si,no,no,si,si,si,si,no,si,si
3567,Montevideo - Carlos Maria Ramirez 1032,Montevideo,Montevideo,Ambulatorio,,,si,si,si,no,no,no,si,no,si,no,no,si,no,no,si,si,no,no,no,no,no,si,si,si,no,si,si,si,si,no,si,si
3567,Montevideo - General Flores 4173,Montevideo,Montevideo,Ambulatorio,,,no,si,no,no,no,no,si,si,NO,no,no,si,no,no,si,no,no,no,no,no,no,si,no,no,no,si,si,si,no,no,si,si
3567,Sede Principal - Avenida 8 De Octubre 2492,Montevideo,Montevideo,Sede Central,,Si,si,si,si,si,SI,SI,si,si,si,si,si,si,SI,SI,si,si,no,SI,SI,SI,SI,si,si,si,SI,si,si,si,si,SI,si,si
3567,Policlínica Lascano - Larrañaga S/N,Rocha,Lascano,Sede Secundaria,SI,,,Si,Si,,,,,,,,,Si,,,Si,,,,,,,,,,,,Si,,,,,
3567,Sede Secundaria Atlantida - Ruta Interbalnearia Km 45500,Canelones,Atlántida,Sede Secundaria,SI,,,Si,Si,,,,Si,Si,Si,Si,,Si,,,Si,,,,,Si,,,,,,Si,Si,Si,Si,Si,Si,Si
3567,Policlínica Batlle Y Ordoñez - Rivera S/N,Lavalleja,Batlle y Ordoóñez,Sede Secundaria,Si,,,Si,Si,,,,,Si,,Si,,Si,,,Si,,,,,,,,,,,Si,Si,,,,,
3567,Policlínica Canelon Chico - Ruta 32 Km 28500,Canelones,Canelón Chico,Sede Secundaria,SI,,,,,,,,,,,,,Si,,,Si,,,,,,,,,,,,Si,,,,,
3567,Sede Secundaria Canelones - Joaquin Suarez 312,Canelones,Canelones,Sede Secundaria,SI,,,Si,Si,,,,Si,Si,,Si,,Si,,,Si,,,,,,Si,,,,Si,Si,Si,Si,Si,Si,Si,Si
3567,Policlínica Castillos  -  25 De Agosto 1206,Rocha,Castillos,Sede Secundaria,SI,,,Si,Si,,,,,,,,,Si,,,Si,,,,,,,,,,,,Si,Si,,,Si,
3567,Policlínica Casupa - Luis Alberto De Herrera 1039,Florida,Casupá,Sede Secundaria,SI,,,,Si,,,,Si,,,,,Si,,,Si,,,,,,,,,,,,Si,,,,,
3567,Policlínica Los Cerrillos - Avenida Zorrilla De San Martin S/N,Canelones,Los Cerrillos,Sede Secundaria,SI,,,Si,Si,,,,,,,,,Si,,,Si,,,,,,,,,,,,Si,,,,,
3567,Policlínica Cerro Chato - Liborio Rolan S/N,Treinta Y Tres,Cerro Chato,Sede Secundaria,SI,,,Si,Si,,,,Si,Si,,Si,Si,Si,,,Si,,,,,,,,,,,Si,Si,Si,,Si,,
3567,Policlínica Chuy  -  Bernardo Ventura  520,Rocha,Chuy,Sede Secundaria,SI,,,Si,Si,,,,Si,Si,,Si,,Si,,,Si,,,,,,Si,Si,,,,Si,Si,Si,,Si,Si,Si
3567,Sede Secundaria Colonia - Alberto Mendez 266,Colonia,Colonia,Sede Secundaria,SI,,,,Si,,,,Si,,,,,Si,,,Si,,,,,,,,,,,,Si,,,,,
3567,Sede Secundaria Colonia Nicolich - Ancon S/N,Canelones,Colonia Nicolich,Sede Secundaria,,,no,si,si,no,no,no,si,si,NO,no,no,si,no,no,si,no,no,no,no,no,no,si,no,no,no,si,si,si,no,no,no,no
3567,Sede Secundaria Ciudad Del Plata  -  Avda Rio De La Plata S/N,San José,Ciudad del Plata,Sede Secundaria,SI,,,Si,Si,,,,,Si,,,,Si,,,Si,,,,,,,,,,,,Si,Si,,,,
3567,Sede Secundaria El Pinar - Avenida Giannattasio Km 29,Canelones,El Pinar,Sede Secundaria,,,no,si,no,no,no,no,si,si,NO,no,no,si,no,no,si,no,no,no,no,no,no,NO,si,no,no,si,si,si,no,no,si,no
3567,Sede Secundaria Florida  -  Luis Alberto De Herrera 293,Florida,Florida,Sede Secundaria,SI,,,,Si,,,,,,,,,Si,,,Si,,,,,,,,,,,,Si,,,,,
3567,Sede Secundaria Fray Bentos - 18 De Julio 2029,Río Negro,Fray Bentos,Sede Secundaria,,,,,,,,,,,,,,Si,,,Si,,,,,,,,,,,,Si,,,,,
3567,Policlínica Joaquin Suarez  -  Jose Pedro Varela S/N,Canelones,Joaquín Suárez,Sede Secundaria,SI,,,Si,Si,,,,,,,,,Si,,,Si,,,,,,,,,,,Si,Si,Si,,,,
3567,Policlínica La Floresta - Mackinnon S/N,Canelones,La Floresta,Sede Secundaria,SI,,,Si,Si,,,,Si,Si,,Si,,Si,,,Si,,,,,,,,,,,Si,Si,Si,,,,
3567,Policlínica La Paloma - Avenida Paloma S/N,Rocha,La Paloma,Sede Secundaria,SI,,,Si,,,,,,Si,,Si,,Si,,,Si,,,,,,,,,,,,Si,Si,,,Si,
3567,Sede Secundaria La Paz - Avenida General Artigas 411,Canelones,La Paz,Sede Secundaria,SI,,,Si,Si,,,,,,,Si,,Si,,,Si,,,,,,,,,,,Si,Si,Si,,,Si,Si
3567,Sede Secundaria Las Piedras - General Flores 591,Canelones,Las Piedras,Sede Secundaria,,,no,si,si,no,no,no,si,no,si,no,no,si,no,no,si,no,no,no,no,no,no,si,no,no,no,si,si,si,no,no,si,si
3567,Sede Secundaria Libertad - Jose Enrique Rodo 1004,San José,Libertad,Sede Secundaria,SI,,,Si,Si,,,,Si,Si,,Si,,Si,,,Si,,,,,,,Si,,,,Si,Si,Si,,,Si,Si
3567, Zelmar Michelini 941 Esq. Ventura Alegre,Maldonado,Maldonado,Sede Secundaria,SI,,,Si,Si,,,,,,,Si,,Si,,,Si,,,,,,,,,,,,Si,Si,,Si,,
3567,Sede Secundaria Melo - Avenida Brasil 879,Cerro Largo,Melo,Sede Secundaria,SI,,,Si,Si,,,,Si,Si,,,,Si,,,Si,,,,,,,,,,,Si,Si,Si,,,,
3567,Policlínica Migues - Eugenio Migues S/N,Canelones,Migues,Sede Secundaria,SI,,,Si,Si,,,,Si,,,,,Si,,,Si,,,,,,,,,,,,Si,,,,,
3567,Sede Secundaria Minas - Jose Batlle Y Ordoñez 845,Lavalleja,Minas,Sede Secundaria,SI,,,Si,Si,,,,Si,Si,,,,Si,,,Si,,,,,,,,,,,Si,Si,Si,,,,
3567,Policlínica Montes - Calle 11,Canelones,Montes,Sede Secundaria,SI,,,Si,Si,,,,Si,,,,,Si,,,Si,,,,,,,,,,,,Si,,,,,
3567,Policlínica Nueva Helvecia - Frau Vogel 1061,Colonia,Nueva Helvecia,Sede Secundaria,SI,,,Si,Si,,,,,,,,,Si,,,Si,,,,,,,,,,,,Si,,,,,
3567,Sede Secundaria Pando - Avenida Artigas 1246,Canelones,Pando,Sede Secundaria,,,no,si,si,no,no,no,si,si,si,si,no,si,no,no,si,no,no,no,no,SI,no,si,no,no,no,si,si,si,si,no,si,si
3567,Sede Secundaria Paso Carrasco - Camino Carrasco 6,Canelones,Paso Carrasco,Sede Secundaria,,,no,si,si,no,no,no,si,si,si,no,no,si,no,no,si,no,no,no,no,no,no,si,no,no,no,si,si,si,no,no,no,no
3567,Policlínica Piriapolis - Avenida Francisco Piria 867,Maldonado,Piriápolis,Sede Secundaria,SI,,,Si,Si,,,,,,,,,Si,,,Si,,,,,,,,,,,,Si,Si,,,,
3567,Sede Secundaria Progreso - Florida S/N,Canelones,Progreso,Sede Secundaria,SI,,,Si,Si,,,,Si,Si,,Si,,Si,,,Si,,,,,,,,,,,Si,Si,Si,,,Si,Si
3567,Sede Secundaria Rocha  -  Florencio Sanchez 200,Rocha,Rocha,Sede Secundaria,SI,,,Si,Si,,,,,Si,,Si,,Si,,,Si,,,,,,,,,,,,Si,Si,,,Si,
3567,Sede Secundaria Salinas  -  Gral Seregni Km 37.500,Canelones,Salinas,Sede Secundaria,SI,,,Si,Si,,,,Si,Si,Si,Si,,Si,,,Si,,,,,,,,,,,Si,Si,Si,,Si,,Si
3567,Policlínica San Jacinto - Canelones S/N,Canelones,San Jacinto,Sede Secundaria,SI,,,Si,Si,,,,,,,,,Si,,,Si,,,,,,,,,,,,Si,,,,,
3567,Sede Secundaria San Jose - Batlle Y Ordoñez 653,San José,San José,Sede Secundaria,SI,,,Si,Si,,,,,Si,,Si,,Si,,,Si,,,,,,,,,,,Si,Si,,,Si,,
3567,Policlínica Sarandi De Yi - Sarandi 420,Durazno,Sarandí del Yí,Sede Secundaria,SI,,,Si,Si,,,,,,,,,Si,,,Si,,,,,,,,,,,Si,Si,,,Si,,
3567,Policlínica Sauce - Vicente Ponce De Leon 2197,Canelones,Sauce,,SI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3567,Sede Secundaria Shangrila - Avenida Giannattasio Km 18200,Canelones,Shangrilá,Sede Secundaria,,,no,si,si,no,no,no,si,si,si,no,no,si,no,no,si,si,no,no,no,SI,no,si,no,no,no,si,si,si,no,no,si,si
3567,Policlínica Soca - Juan Jose Jaume S/N,Canelones,Soca,Sede Secundaria,SI,,,Si,Si,,,,Si,Si,,Si,,Si,,,Si,,,,,,,,,,,Si,Si,Si,,Si,,
3567,Policlínica Tala - 25 De Agosto S/N,Canelones,Tala,Sede Secundaria,Si,,,Si,Si,,,,Si,,,Si,,Si,,,Si,,,,,,,,,,,Si,Si,,,,Si,
3567,Policlínica Tarariras - Jose Pedro Varela 2147,Colonia,Tarariras,Sede Secundaria,SI,,,,,,,,Si,,,,,Si,,,Si,,,,,,,,,,,,Si,,,,,
3567,Sede Secundaria Toledo - Avenida De La Estacion S/N,Canelones,Toledo,Sede Secundaria,SI,,,Si,Si,,,,Si,Si,,Si,,Si,,,Si,,,,,,,Si,,,,Si,Si,Si,Si,Si,,Si
3567,Sede Secundaria Treinta Y Tres - Basilio Araujo 1181,Treinta Y Tres,Treinta y Tres,Sede Secundaria,SI,SI,,Si,Si,,,,Si,Si,,,,Si,,,Si,,,,,,,,,,,Si,Si,Si,,Si,Si,
4315,Sede Secundaria Salinas - Ruta Interbalnearia Km 38400,Canelones,Salinas,Sede Secundaria,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No
4315,Sede Secundaria Solymar - Avenida Giannattasio Km 24,Canelones,Solymar,Sede Secundaria,Si,No,No,Si,si,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,Si,Si,No,No,NO,No
4315,Sede Secundaria Colectiva Toledo,Canelones,Toledo,Sede Secundaria,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no,no
4315,Montevideo - Avenida 8 De Octubre 4176,Montevideo,Montevideo,Ambulatorio,No,No,NO,No,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,NO,No,No,No,No,No,No,No,No,Si,No,No,NO,No,No
4315,Montevideo - Juan Carlos Blanco 3310,Montevideo,Montevideo,Ambulatorio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4315,Montevideo - Luis Alberto De Herrera 2275,Montevideo,Montevideo,Ambulatorio,Si,Si,Si,Si,Sí,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si
4315,Montevideo -CARLOS Maria Ramirez 732/734,Montevideo,Montevideo,Ambulatorio,No,No,No,Si,si,No,No,No,Si,Si,No,No,No,Si,No,Si,Si,No,No,No,No,No,No,No,Si,Si,No,Si,Si,Si,Si,No,No,No
4315,Montevideo - Mercedes 1287/1290,Montevideo,Montevideo,Sede Central,Si,Si,Si,Si,Si,No,Si,No,No,Si,Si,si,Si,Si,Si,Si,Si,Si,Si,Si,,Si,Si,Si,Si,,Si,Si,Si,Si,Si,Si,No,Si
4315,Montevideo - Veracierto 2489,Montevideo,Montevideo,Ambulatorio,No,No,No,Si,Si,No,No,No,Si,Si,No,No,Si,Si,No,No,Si,No,NO,No,No,No,No,Si,No,Si,No,Si,Si,Si,No,No,No,No
4315,Montevideo - Avenida Ricaldoni 1754,Montevideo,Montevideo,Ambulatorio,No,No,Si,Si,Si,No,Si,No,Si,Si,Si,Si,Si,Si,Si,No,Si,No,No,Si,No,Si,No,Si,No,No,Si,Si,No,Si,No,Si,No,Si
4810,Sede Secundaria Barros Blancos - Ruta 8 Km 24,Canelones,Barros Blancos,Sede Secundaria,SI,,,SI,SI,,,,SI,SI,,SI,SI,SI,,,Si,,,,,,,SI,,,,SI,SI,SI,,SI,,
4810,Sede Secundaria Salinas - Ruta Interbalnearia Km 38400,Canelones,Salinas,Sede Secundaria,SI,,,SI,,,,,SI,SI,,SI,SI,SI,,,Si,,,,,,,SI,,,,SI,SI,SI,,SI,,
4810,Sede Secundaria Solymar - Avenida Giannattasio Km 23800 Manzana 55,Canelones,Solymar,Sede Secundaria,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si
4810,Sede Secundaria Colectiva Toledo,Canelones,Toledo,Sede Secundaria,SI,,,SI,SI,,,,SI,SI,,SI,SI,SI,,,Si,,,,,,,SI,,,,SI,SI,SI,,SI,,
